Model: llama2:7b-chat
Dataset: SAMSum.json
Temperature: 0.1
Total inference time: 24356.91 seconds
Average inference time per article: 11.5 seconds
Inference times per article:
Article 422: 19.99 seconds
Article 423: 21.52 seconds
Article 424: 8.66 seconds
Article 425: 18.52 seconds
Article 426: 3.97 seconds
Article 427: 12.24 seconds
Article 428: 12.64 seconds
Article 429: 27.02 seconds
Article 430: 17.52 seconds
Article 431: 16.40 seconds
Article 432: 42.19 seconds
Article 433: 25.96 seconds
Article 434: 7.10 seconds
Article 435: 0.06 seconds
Article 436: 2.43 seconds
Article 437: 7.92 seconds
Article 438: 18.35 seconds
Article 439: 25.41 seconds
Article 440: 22.83 seconds
Article 441: 5.87 seconds
Article 442: 9.89 seconds
Article 443: 20.73 seconds
Article 444: 22.11 seconds
Article 445: 2.15 seconds
Article 446: 9.46 seconds
Article 447: 20.46 seconds
Article 448: 31.62 seconds
Article 449: 9.40 seconds
Article 450: 17.00 seconds
Article 451: 12.94 seconds
Article 452: 14.17 seconds
Article 453: 6.58 seconds
Article 454: 17.92 seconds
Article 455: 17.44 seconds
Article 456: 16.99 seconds
Article 457: 8.02 seconds
Article 458: 3.50 seconds
Article 459: 0.00 seconds
Article 460: 9.69 seconds
Article 461: 3.28 seconds
Article 462: 0.00 seconds
Article 463: 16.44 seconds
Article 464: 1.41 seconds
Article 465: 14.31 seconds
Article 466: 11.63 seconds
Article 467: 16.39 seconds
Article 468: 25.68 seconds
Article 469: 2.41 seconds
Article 470: 31.64 seconds
Article 471: 0.00 seconds
Article 472: 21.38 seconds
Article 473: 0.00 seconds
Article 474: 32.46 seconds
Article 475: 1.45 seconds
Article 476: 0.00 seconds
Article 477: 3.26 seconds
Article 478: 7.35 seconds
Article 479: 20.91 seconds
Article 480: 31.81 seconds
Article 481: 3.09 seconds
Article 482: 22.89 seconds
Article 483: 14.19 seconds
Article 484: 0.00 seconds
Article 485: 0.00 seconds
Article 486: 15.79 seconds
Article 487: 13.03 seconds
Article 488: 30.75 seconds
Article 489: 4.57 seconds
Article 490: 0.77 seconds
Article 491: 14.14 seconds
Article 492: 10.51 seconds
Article 493: 23.52 seconds
Article 494: 15.64 seconds
Article 495: 16.08 seconds
Article 496: 4.82 seconds
Article 497: 6.32 seconds
Article 498: 14.25 seconds
Article 499: 12.67 seconds
Article 500: 6.84 seconds
Article 501: 17.79 seconds
Article 502: 0.00 seconds
Article 503: 27.63 seconds
Article 504: 24.57 seconds
Article 505: 12.20 seconds
Article 506: 27.62 seconds
Article 507: 14.33 seconds
Article 508: 22.35 seconds
Article 509: 33.42 seconds
Article 510: 23.84 seconds
Article 511: 40.95 seconds
Article 512: 32.72 seconds
Article 513: 14.98 seconds
Article 514: 29.26 seconds
Article 515: 10.38 seconds
Article 516: 27.41 seconds
Article 517: 9.35 seconds
Article 518: 0.00 seconds
Article 519: 13.19 seconds
Article 520: 11.52 seconds
Article 521: 10.52 seconds
Article 522: 0.00 seconds
Article 523: 14.49 seconds
Article 524: 10.09 seconds
Article 525: 0.42 seconds
Article 526: 17.26 seconds
Article 527: 29.14 seconds
Article 528: 26.03 seconds
Article 529: 11.39 seconds
Article 530: 14.41 seconds
Article 531: 0.00 seconds
Article 532: 12.38 seconds
Article 533: 15.40 seconds
Article 534: 3.63 seconds
Article 535: 19.28 seconds
Article 536: 2.35 seconds
Article 537: 33.67 seconds
Article 538: 10.00 seconds
Article 539: 11.78 seconds
Article 540: 23.40 seconds
Article 541: 4.63 seconds
Article 542: 25.65 seconds
Article 543: 21.86 seconds
Article 544: 0.00 seconds
Article 545: 2.78 seconds
Article 546: 27.14 seconds
Article 547: 0.00 seconds
Article 548: 5.84 seconds
Article 549: 12.16 seconds
Article 550: 4.37 seconds
Article 551: 15.24 seconds
Article 552: 37.48 seconds
Article 553: 12.36 seconds
Article 554: 17.42 seconds
Article 555: 16.04 seconds
Article 556: 21.16 seconds
Article 557: 0.00 seconds
Article 558: 4.32 seconds
Article 559: 3.35 seconds
Article 560: 0.20 seconds
Article 561: 7.58 seconds
Article 562: 11.06 seconds
Article 563: 13.90 seconds
Article 564: 0.00 seconds
Article 565: 3.77 seconds
Article 566: 0.00 seconds
Article 567: 0.00 seconds
Article 568: 20.05 seconds
Article 569: 18.74 seconds
Article 570: 2.18 seconds
Article 571: 18.51 seconds
Article 572: 9.67 seconds
Article 573: 5.77 seconds
Article 574: 17.60 seconds
Article 575: 11.41 seconds
Article 576: 7.41 seconds
Article 577: 0.00 seconds
Article 578: 15.43 seconds
Article 579: 0.00 seconds
Article 580: 0.00 seconds
Article 581: 21.60 seconds
Article 582: 5.47 seconds
Article 583: 15.05 seconds
Article 584: 15.19 seconds
Article 585: 12.03 seconds
Article 586: 8.90 seconds
Article 587: 6.71 seconds
Article 588: 22.84 seconds
Article 589: 10.94 seconds
Article 590: 29.49 seconds
Article 591: 7.81 seconds
Article 592: 2.11 seconds
Article 593: 15.10 seconds
Article 594: 8.71 seconds
Article 595: 12.85 seconds
Article 596: 11.27 seconds
Article 597: 22.18 seconds
Article 598: 6.97 seconds
Article 599: 13.95 seconds
Article 600: 3.23 seconds
Article 601: 10.18 seconds
Article 602: 7.92 seconds
Article 603: 7.50 seconds
Article 604: 22.62 seconds
Article 605: 20.90 seconds
Article 606: 2.94 seconds
Article 607: 14.57 seconds
Article 608: 4.65 seconds
Article 609: 2.32 seconds
Article 610: 10.52 seconds
Article 611: 14.93 seconds
Article 612: 14.95 seconds
Article 613: 11.15 seconds
Article 614: 24.94 seconds
Article 615: 31.94 seconds
Article 616: 16.01 seconds
Article 617: 18.14 seconds
Article 618: 5.80 seconds
Article 619: 11.65 seconds
Article 620: 20.19 seconds
Article 621: 17.49 seconds
Article 622: 16.31 seconds
Article 623: 0.00 seconds
Article 624: 14.00 seconds
Article 625: 9.87 seconds
Article 626: 11.80 seconds
Article 627: 0.86 seconds
Article 628: 0.00 seconds
Article 629: 5.16 seconds
Article 630: 0.00 seconds
Article 631: 43.63 seconds
Article 632: 0.00 seconds
Article 633: 0.04 seconds
Article 634: 18.92 seconds
Article 635: 9.35 seconds
Article 636: 7.45 seconds
Article 637: 6.31 seconds
Article 638: 22.36 seconds
Article 639: 4.87 seconds
Article 640: 0.00 seconds
Article 641: 13.14 seconds
Article 642: 14.30 seconds
Article 643: 16.70 seconds
Article 644: 19.93 seconds
Article 645: 4.83 seconds
Article 646: 5.97 seconds
Article 647: 11.96 seconds
Article 648: 11.65 seconds
Article 649: 10.15 seconds
Article 650: 30.74 seconds
Article 651: 17.86 seconds
Article 652: 29.27 seconds
Article 653: 8.68 seconds
Article 654: 15.67 seconds
Article 655: 1.31 seconds
Article 656: 24.94 seconds
Article 657: 30.62 seconds
Article 658: 9.92 seconds
Article 659: 8.56 seconds
Article 660: 9.62 seconds
Article 661: 25.54 seconds
Article 662: 21.22 seconds
Article 663: 24.66 seconds
Article 664: 25.80 seconds
Article 665: 16.61 seconds
Article 666: 6.47 seconds
Article 667: 4.19 seconds
Article 668: 14.78 seconds
Article 669: 13.78 seconds
Article 670: 14.06 seconds
Article 671: 9.28 seconds
Article 672: 0.00 seconds
Article 673: 0.00 seconds
Article 674: 15.31 seconds
Article 675: 13.54 seconds
Article 676: 14.17 seconds
Article 677: 3.10 seconds
Article 678: 23.93 seconds
Article 679: 0.00 seconds
Article 680: 24.48 seconds
Article 681: 0.00 seconds
Article 682: 13.84 seconds
Article 683: 39.26 seconds
Article 684: 17.87 seconds
Article 685: 6.61 seconds
Article 686: 10.93 seconds
Article 687: 2.93 seconds
Article 688: 27.29 seconds
Article 689: 1.01 seconds
Article 690: 34.85 seconds
Article 691: 9.45 seconds
Article 692: 12.33 seconds
Article 693: 2.73 seconds
Article 694: 7.45 seconds
Article 695: 3.91 seconds
Article 696: 0.00 seconds
Article 697: 9.91 seconds
Article 698: 21.04 seconds
Article 699: 5.99 seconds
Article 700: 17.20 seconds
Article 701: 22.78 seconds
Article 702: 13.51 seconds
Article 703: 23.18 seconds
Article 704: 0.00 seconds
Article 705: 17.25 seconds
Article 706: 0.00 seconds
Article 707: 11.71 seconds
Article 708: 8.80 seconds
Article 709: 1.35 seconds
Article 710: 19.36 seconds
Article 711: 12.54 seconds
Article 712: 30.81 seconds
Article 713: 13.60 seconds
Article 714: 19.22 seconds
Article 715: 9.24 seconds
Article 716: 21.08 seconds
Article 717: 4.78 seconds
Article 718: 12.49 seconds
Article 719: 0.00 seconds
Article 720: 25.97 seconds
Article 721: 1.51 seconds
Article 722: 2.18 seconds
Article 723: 16.73 seconds
Article 724: 15.04 seconds
Article 725: 9.06 seconds
Article 726: 28.49 seconds
Article 727: 10.91 seconds
Article 728: 22.40 seconds
Article 729: 23.61 seconds
Article 730: 0.00 seconds
Article 731: 6.70 seconds
Article 732: 16.48 seconds
Article 733: 0.00 seconds
Article 734: 0.00 seconds
Article 735: 10.40 seconds
Article 736: 13.08 seconds
Article 737: 5.19 seconds
Article 738: 10.94 seconds
Article 739: 16.97 seconds
Article 740: 6.58 seconds
Article 741: 11.63 seconds
Article 742: 20.29 seconds
Article 743: 17.02 seconds
Article 744: 5.56 seconds
Article 745: 19.65 seconds
Article 746: 0.24 seconds
Article 747: 17.74 seconds
Article 748: 26.11 seconds
Article 749: 12.15 seconds
Article 750: 0.42 seconds
Article 751: 9.25 seconds
Article 752: 3.29 seconds
Article 753: 22.53 seconds
Article 754: 6.75 seconds
Article 755: 2.25 seconds
Article 756: 20.28 seconds
Article 757: 10.60 seconds
Article 758: 16.38 seconds
Article 759: 0.00 seconds
Article 760: 10.03 seconds
Article 761: 0.00 seconds
Article 762: 15.19 seconds
Article 763: 10.51 seconds
Article 764: 4.32 seconds
Article 765: 9.72 seconds
Article 766: 13.12 seconds
Article 767: 9.15 seconds
Article 768: 1.60 seconds
Article 769: 0.93 seconds
Article 770: 12.87 seconds
Article 771: 17.87 seconds
Article 772: 7.59 seconds
Article 773: 23.86 seconds
Article 774: 0.00 seconds
Article 775: 7.96 seconds
Article 776: 6.88 seconds
Article 777: 14.70 seconds
Article 778: 0.00 seconds
Article 779: 13.50 seconds
Article 780: 0.00 seconds
Article 781: 16.60 seconds
Article 782: 15.65 seconds
Article 783: 5.82 seconds
Article 784: 12.91 seconds
Article 785: 3.54 seconds
Article 786: 11.50 seconds
Article 787: 0.00 seconds
Article 788: 25.04 seconds
Article 789: 18.89 seconds
Article 790: 12.26 seconds
Article 791: 5.47 seconds
Article 792: 13.23 seconds
Article 793: 22.36 seconds
Article 794: 27.63 seconds
Article 795: 3.01 seconds
Article 796: 0.00 seconds
Article 797: 0.00 seconds
Article 798: 0.00 seconds
Article 799: 0.00 seconds
Article 800: 11.35 seconds
Article 801: 14.49 seconds
Article 802: 21.09 seconds
Article 803: 14.21 seconds
Article 804: 21.33 seconds
Article 805: 10.31 seconds
Article 806: 9.88 seconds
Article 807: 13.42 seconds
Article 808: 4.48 seconds
Article 809: 0.00 seconds
Article 810: 0.64 seconds
Article 811: 17.80 seconds
Article 812: 0.00 seconds
Article 813: 4.23 seconds
Article 814: 4.52 seconds
Article 815: 5.81 seconds
Article 816: 17.82 seconds
Article 817: 0.00 seconds
Article 818: 13.77 seconds
Article 819: 2.30 seconds
Article 820: 28.75 seconds
Article 821: 0.00 seconds
Article 822: 0.00 seconds
Article 823: 13.07 seconds
Article 824: 24.76 seconds
Article 825: 1.91 seconds
Article 826: 8.74 seconds
Article 827: 3.94 seconds
Article 828: 8.56 seconds
Article 829: 6.55 seconds
Article 830: 10.58 seconds
Article 831: 11.44 seconds
Article 832: 24.48 seconds
Article 833: 6.07 seconds
Article 834: 11.20 seconds
Article 835: 10.18 seconds
Article 836: 21.26 seconds
Article 837: 17.24 seconds
Article 838: 12.56 seconds
Article 839: 2.13 seconds
Article 840: 17.95 seconds
Article 841: 0.00 seconds
Article 842: 13.58 seconds
Article 843: 27.81 seconds
Article 844: 18.85 seconds
Article 845: 32.56 seconds
Article 846: 6.52 seconds
Article 847: 0.00 seconds
Article 848: 9.19 seconds
Article 849: 15.57 seconds
Article 850: 6.55 seconds
Article 851: 22.84 seconds
Article 852: 8.37 seconds
Article 853: 6.62 seconds
Article 854: 11.94 seconds
Article 855: 11.49 seconds
Article 856: 20.97 seconds
Article 857: 2.08 seconds
Article 858: 0.53 seconds
Article 859: 13.09 seconds
Article 860: 0.00 seconds
Article 861: 0.00 seconds
Article 862: 14.96 seconds
Article 863: 12.70 seconds
Article 864: 35.43 seconds
Article 865: 11.86 seconds
Article 866: 16.85 seconds
Article 867: 15.55 seconds
Article 868: 6.81 seconds
Article 869: 11.71 seconds
Article 870: 15.40 seconds
Article 871: 9.40 seconds
Article 872: 18.48 seconds
Article 873: 7.56 seconds
Article 874: 4.52 seconds
Article 875: 9.00 seconds
Article 876: 4.52 seconds
Article 877: 2.86 seconds
Article 878: 14.74 seconds
Article 879: 9.70 seconds
Article 880: 17.61 seconds
Article 881: 9.79 seconds
Article 882: 12.66 seconds
Article 883: 18.83 seconds
Article 884: 11.17 seconds
Article 885: 20.53 seconds
Article 886: 20.50 seconds
Article 887: 11.62 seconds
Article 888: 24.38 seconds
Article 889: 6.07 seconds
Article 890: 14.58 seconds
Article 891: 25.06 seconds
Article 892: 6.95 seconds
Article 893: 5.76 seconds
Article 894: 10.93 seconds
Article 895: 9.29 seconds
Article 896: 2.93 seconds
Article 897: 13.39 seconds
Article 898: 0.00 seconds
Article 899: 17.40 seconds
Article 900: 10.33 seconds
Article 901: 10.44 seconds
Article 902: 5.38 seconds
Article 903: 2.53 seconds
Article 904: 0.41 seconds
Article 905: 0.00 seconds
Article 906: 11.42 seconds
Article 907: 13.37 seconds
Article 908: 8.08 seconds
Article 909: 0.50 seconds
Article 910: 27.33 seconds
Article 911: 17.23 seconds
Article 912: 15.80 seconds
Article 913: 27.00 seconds
Article 914: 3.60 seconds
Article 915: 22.40 seconds
Article 916: 15.26 seconds
Article 917: 4.27 seconds
Article 918: 13.50 seconds
Article 919: 13.70 seconds
Article 920: 6.15 seconds
Article 921: 7.91 seconds
Article 922: 0.00 seconds
Article 923: 18.73 seconds
Article 924: 25.31 seconds
Article 925: 14.82 seconds
Article 926: 14.69 seconds
Article 927: 17.83 seconds
Article 928: 11.14 seconds
Article 929: 12.56 seconds
Article 930: 36.67 seconds
Article 931: 21.90 seconds
Article 932: 6.54 seconds
Article 933: 29.97 seconds
Article 934: 8.09 seconds
Article 935: 15.66 seconds
Article 936: 2.95 seconds
Article 937: 7.47 seconds
Article 938: 3.69 seconds
Article 939: 0.00 seconds
Article 940: 0.00 seconds
Article 941: 15.19 seconds
Article 942: 4.14 seconds
Article 943: 8.16 seconds
Article 944: 7.83 seconds
Article 945: 0.00 seconds
Article 946: 17.17 seconds
Article 947: 22.84 seconds
Article 948: 7.33 seconds
Article 949: 15.44 seconds
Article 950: 21.42 seconds
Article 951: 36.04 seconds
Article 952: 3.74 seconds
Article 953: 7.93 seconds
Article 954: 13.04 seconds
Article 955: 5.30 seconds
Article 956: 13.57 seconds
Article 957: 15.75 seconds
Article 958: 14.07 seconds
Article 959: 12.13 seconds
Article 960: 3.30 seconds
Article 961: 0.00 seconds
Article 962: 7.94 seconds
Article 963: 17.65 seconds
Article 964: 17.04 seconds
Article 965: 17.87 seconds
Article 966: 17.83 seconds
Article 967: 17.57 seconds
Article 968: 5.01 seconds
Article 969: 17.44 seconds
Article 970: 5.07 seconds
Article 971: 10.90 seconds
Article 972: 26.45 seconds
Article 973: 5.53 seconds
Article 974: 22.16 seconds
Article 975: 3.25 seconds
Article 976: 20.95 seconds
Article 977: 13.43 seconds
Article 978: 0.00 seconds
Article 979: 12.32 seconds
Article 980: 21.83 seconds
Article 981: 7.34 seconds
Article 982: 16.76 seconds
Article 983: 0.00 seconds
Article 984: 0.00 seconds
Article 985: 13.18 seconds
Article 986: 15.47 seconds
Article 987: 12.10 seconds
Article 988: 22.99 seconds
Article 989: 25.43 seconds
