Model: mistral_7binstruct
Dataset: SAMSum.json
Temperature: 2.1
Total inference time: 20169.02 seconds
Average inference time per article: 8.3 seconds
Inference times per article:
Article 236: 16.27 seconds
Article 237: 25.95 seconds
Article 238: 13.93 seconds
Article 239: 4.38 seconds
Article 240: 2.80 seconds
Article 241: 9.45 seconds
Article 242: 2.50 seconds
Article 243: 27.17 seconds
Article 244: 14.71 seconds
Article 245: 8.89 seconds
Article 246: 13.01 seconds
Article 247: 2.54 seconds
Article 248: 9.21 seconds
Article 249: 2.37 seconds
Article 250: 12.40 seconds
Article 251: 15.88 seconds
Article 252: 15.40 seconds
Article 253: 2.92 seconds
Article 254: 19.53 seconds
Article 255: 2.61 seconds
Article 256: 9.29 seconds
Article 257: 23.58 seconds
Article 258: 16.73 seconds
Article 259: 12.46 seconds
Article 260: 5.94 seconds
Article 261: 12.55 seconds
Article 262: 4.03 seconds
Article 263: 1.81 seconds
Article 264: 5.56 seconds
Article 265: 3.05 seconds
Article 266: 1.48 seconds
Article 267: 1.32 seconds
Article 268: 2.08 seconds
Article 269: 14.86 seconds
Article 270: 1.36 seconds
Article 271: 1.10 seconds
Article 272: 2.77 seconds
Article 273: 13.01 seconds
Article 274: 32.05 seconds
Article 275: 5.16 seconds
Article 276: 2.01 seconds
Article 277: 3.92 seconds
Article 278: 8.04 seconds
Article 279: 8.73 seconds
Article 280: 12.21 seconds
Article 281: 3.98 seconds
Article 282: 17.95 seconds
Article 283: 5.83 seconds
Article 284: 3.80 seconds
Article 285: 23.70 seconds
Article 286: 12.39 seconds
Article 287: 5.97 seconds
Article 288: 9.58 seconds
Article 289: 2.17 seconds
Article 290: 12.66 seconds
Article 291: 13.90 seconds
Article 292: 5.18 seconds
Article 293: 22.27 seconds
Article 294: 4.30 seconds
Article 295: 25.78 seconds
Article 296: 6.76 seconds
Article 297: 2.83 seconds
Article 298: 25.64 seconds
Article 299: 14.52 seconds
Article 300: 2.50 seconds
Article 301: 17.77 seconds
Article 302: 5.08 seconds
Article 303: 1.32 seconds
Article 304: 2.95 seconds
Article 305: 1.16 seconds
Article 306: 9.84 seconds
Article 307: 16.64 seconds
Article 308: 3.25 seconds
Article 309: 11.25 seconds
Article 310: 18.60 seconds
Article 311: 8.40 seconds
Article 312: 18.45 seconds
Article 313: 2.49 seconds
Article 314: 9.15 seconds
Article 315: 3.04 seconds
Article 316: 2.71 seconds
Article 317: 22.08 seconds
Article 318: 19.76 seconds
Article 319: 16.66 seconds
Article 320: 5.51 seconds
Article 321: 8.46 seconds
Article 322: 2.13 seconds
Article 323: 2.91 seconds
Article 324: 2.88 seconds
Article 325: 12.84 seconds
Article 326: 22.24 seconds
Article 327: 7.03 seconds
Article 328: 25.01 seconds
Article 329: 6.86 seconds
Article 330: 12.73 seconds
Article 331: 29.36 seconds
Article 332: 19.89 seconds
Article 333: 18.38 seconds
Article 334: 4.87 seconds
Article 335: 9.65 seconds
Article 336: 2.64 seconds
Article 337: 22.03 seconds
Article 338: 6.61 seconds
Article 339: 2.85 seconds
Article 340: 4.69 seconds
Article 341: 2.08 seconds
Article 342: 12.61 seconds
Article 343: 7.66 seconds
Article 344: 22.62 seconds
Article 345: 2.07 seconds
Article 346: 1.62 seconds
Article 347: 1.50 seconds
Article 348: 3.20 seconds
Article 349: 11.20 seconds
Article 350: 8.60 seconds
Article 351: 7.21 seconds
Article 352: 23.13 seconds
Article 353: 4.78 seconds
Article 354: 19.76 seconds
Article 355: 12.41 seconds
Article 356: 15.31 seconds
Article 357: 1.89 seconds
Article 358: 2.30 seconds
Article 359: 3.16 seconds
Article 360: 16.84 seconds
Article 361: 11.12 seconds
Article 362: 2.76 seconds
Article 363: 8.09 seconds
Article 364: 1.38 seconds
Article 365: 1.79 seconds
Article 366: 5.02 seconds
Article 367: 6.81 seconds
Article 368: 1.88 seconds
Article 369: 2.04 seconds
Article 370: 6.15 seconds
Article 371: 24.61 seconds
Article 372: 7.51 seconds
Article 373: 22.61 seconds
Article 374: 3.72 seconds
Article 375: 2.88 seconds
Article 376: 2.60 seconds
Article 377: 2.21 seconds
Article 378: 2.34 seconds
Article 379: 1.13 seconds
Article 380: 16.08 seconds
Article 381: 9.14 seconds
Article 382: 2.84 seconds
Article 383: 18.33 seconds
Article 384: 18.72 seconds
Article 385: 18.68 seconds
Article 386: 17.62 seconds
Article 387: 18.26 seconds
Article 388: 3.00 seconds
Article 389: 4.59 seconds
Article 390: 2.54 seconds
Article 391: 3.53 seconds
Article 392: 11.84 seconds
Article 393: 9.81 seconds
Article 394: 16.75 seconds
Article 395: 3.43 seconds
Article 396: 9.82 seconds
Article 397: 2.61 seconds
Article 398: 13.93 seconds
Article 399: 2.63 seconds
Article 400: 9.62 seconds
Article 401: 25.85 seconds
Article 402: 8.74 seconds
Article 403: 4.41 seconds
Article 404: 1.30 seconds
Article 405: 4.25 seconds
Article 406: 4.94 seconds
Article 407: 13.69 seconds
Article 408: 22.18 seconds
Article 409: 33.38 seconds
Article 410: 2.16 seconds
Article 411: 9.41 seconds
Article 412: 17.28 seconds
Article 413: 2.96 seconds
Article 414: 5.92 seconds
Article 415: 12.29 seconds
Article 416: 6.04 seconds
Article 417: 3.69 seconds
Article 418: 1.30 seconds
Article 419: 24.25 seconds
Article 420: 19.69 seconds
Article 421: 14.99 seconds
Article 422: 18.55 seconds
Article 423: 1.90 seconds
Article 424: 16.89 seconds
Article 425: 3.01 seconds
Article 426: 1.83 seconds
Article 427: 5.46 seconds
Article 428: 22.11 seconds
Article 429: 22.80 seconds
Article 430: 2.30 seconds
Article 431: 22.12 seconds
Article 432: 2.24 seconds
Article 433: 12.25 seconds
Article 434: 23.34 seconds
Article 435: 12.89 seconds
Article 436: 7.91 seconds
Article 437: 7.57 seconds
Article 438: 16.15 seconds
Article 439: 13.32 seconds
Article 440: 4.85 seconds
Article 441: 11.71 seconds
Article 442: 2.62 seconds
Article 443: 2.65 seconds
Article 444: 18.03 seconds
Article 445: 3.77 seconds
Article 446: 6.25 seconds
Article 447: 13.10 seconds
Article 448: 2.98 seconds
Article 449: 16.97 seconds
Article 450: 9.19 seconds
Article 451: 18.59 seconds
Article 452: 7.62 seconds
Article 453: 2.07 seconds
Article 454: 12.51 seconds
Article 455: 9.75 seconds
Article 456: 18.48 seconds
Article 457: 3.20 seconds
Article 458: 16.96 seconds
Article 459: 17.41 seconds
Article 460: 6.20 seconds
Article 461: 14.19 seconds
Article 462: 4.89 seconds
Article 463: 9.84 seconds
Article 464: 18.43 seconds
Article 465: 12.59 seconds
Article 466: 31.09 seconds
Article 467: 16.58 seconds
Article 468: 1.74 seconds
Article 469: 12.00 seconds
Article 470: 7.69 seconds
Article 471: 4.26 seconds
Article 472: 36.25 seconds
Article 473: 29.78 seconds
Article 474: 21.01 seconds
Article 475: 4.42 seconds
Article 476: 16.33 seconds
Article 477: 17.40 seconds
Article 478: 15.28 seconds
Article 479: 9.51 seconds
Article 480: 21.94 seconds
Article 481: 5.49 seconds
Article 482: 8.74 seconds
Article 483: 1.73 seconds
Article 484: 1.46 seconds
Article 485: 4.89 seconds
Article 486: 5.60 seconds
Article 487: 21.10 seconds
Article 488: 18.27 seconds
Article 489: 1.47 seconds
Article 490: 5.53 seconds
Article 491: 19.42 seconds
Article 492: 3.23 seconds
Article 493: 3.27 seconds
Article 494: 5.33 seconds
Article 495: 1.98 seconds
Article 496: 9.02 seconds
Article 497: 11.89 seconds
Article 498: 16.55 seconds
Article 499: 8.67 seconds
Article 500: 11.10 seconds
Article 501: 18.90 seconds
Article 502: 14.22 seconds
Article 503: 22.42 seconds
Article 504: 1.54 seconds
Article 505: 9.37 seconds
Article 506: 12.85 seconds
Article 507: 2.33 seconds
Article 508: 2.19 seconds
Article 509: 8.41 seconds
Article 510: 1.50 seconds
Article 511: 8.68 seconds
Article 512: 2.08 seconds
Article 513: 8.14 seconds
Article 514: 22.88 seconds
Article 515: 5.68 seconds
Article 516: 6.23 seconds
Article 517: 1.89 seconds
Article 518: 18.20 seconds
Article 519: 2.90 seconds
Article 520: 11.23 seconds
Article 521: 12.67 seconds
Article 522: 16.61 seconds
Article 523: 28.94 seconds
Article 524: 13.01 seconds
Article 525: 12.65 seconds
Article 526: 3.95 seconds
Article 527: 18.94 seconds
Article 528: 19.60 seconds
Article 529: 3.38 seconds
Article 530: 2.58 seconds
Article 531: 13.76 seconds
Article 532: 22.94 seconds
Article 533: 4.10 seconds
Article 534: 16.19 seconds
Article 535: 2.82 seconds
Article 536: 4.83 seconds
Article 537: 7.36 seconds
Article 538: 13.92 seconds
Article 539: 11.50 seconds
Article 540: 3.15 seconds
Article 541: 17.91 seconds
Article 542: 19.72 seconds
Article 543: 1.68 seconds
Article 544: 6.82 seconds
Article 545: 19.41 seconds
Article 546: 6.40 seconds
Article 547: 17.84 seconds
Article 548: 9.19 seconds
Article 549: 2.92 seconds
Article 550: 8.90 seconds
Article 551: 1.02 seconds
Article 552: 6.95 seconds
Article 553: 11.22 seconds
Article 554: 3.38 seconds
Article 555: 23.39 seconds
Article 556: 7.14 seconds
Article 557: 3.61 seconds
Article 558: 12.88 seconds
Article 559: 14.21 seconds
Article 560: 16.89 seconds
Article 561: 2.73 seconds
Article 562: 4.59 seconds
Article 563: 14.28 seconds
Article 564: 2.52 seconds
Article 565: 3.74 seconds
Article 566: 2.96 seconds
Article 567: 12.21 seconds
Article 568: 6.36 seconds
Article 569: 8.81 seconds
Article 570: 17.12 seconds
Article 571: 12.82 seconds
Article 572: 2.52 seconds
Article 573: 1.69 seconds
Article 574: 2.27 seconds
Article 575: 2.54 seconds
Article 576: 8.13 seconds
Article 577: 1.86 seconds
Article 578: 12.24 seconds
Article 579: 14.04 seconds
Article 580: 11.55 seconds
Article 581: 2.80 seconds
Article 582: 2.57 seconds
Article 583: 11.53 seconds
Article 584: 25.26 seconds
Article 585: 3.12 seconds
Article 586: 2.58 seconds
Article 587: 4.07 seconds
Article 588: 12.52 seconds
Article 589: 2.37 seconds
Article 590: 21.59 seconds
Article 591: 2.80 seconds
Article 592: 8.87 seconds
Article 593: 23.14 seconds
Article 594: 2.78 seconds
Article 595: 16.22 seconds
Article 596: 1.95 seconds
Article 597: 1.33 seconds
Article 598: 14.83 seconds
Article 599: 1.93 seconds
Article 600: 2.83 seconds
Article 601: 19.08 seconds
Article 602: 3.72 seconds
Article 603: 9.11 seconds
Article 604: 3.27 seconds
Article 605: 1.92 seconds
Article 606: 3.77 seconds
Article 607: 18.53 seconds
Article 608: 15.40 seconds
Article 609: 6.06 seconds
Article 610: 13.25 seconds
Article 611: 3.43 seconds
Article 612: 1.42 seconds
Article 613: 4.79 seconds
Article 614: 8.11 seconds
Article 615: 14.03 seconds
Article 616: 1.90 seconds
Article 617: 37.97 seconds
Article 618: 7.93 seconds
Article 619: 17.58 seconds
Article 620: 1.01 seconds
Article 621: 19.52 seconds
Article 622: 1.96 seconds
Article 623: 17.87 seconds
Article 624: 16.48 seconds
Article 625: 11.63 seconds
Article 626: 2.68 seconds
Article 627: 15.48 seconds
Article 628: 22.36 seconds
Article 629: 4.50 seconds
Article 630: 22.54 seconds
Article 631: 8.89 seconds
Article 632: 26.86 seconds
Article 633: 2.15 seconds
Article 634: 2.67 seconds
Article 635: 2.37 seconds
Article 636: 22.19 seconds
Article 637: 5.59 seconds
Article 638: 22.13 seconds
Article 639: 24.85 seconds
Article 640: 12.43 seconds
Article 641: 21.07 seconds
Article 642: 3.53 seconds
Article 643: 2.56 seconds
Article 644: 7.24 seconds
Article 645: 12.70 seconds
Article 646: 8.54 seconds
Article 647: 2.86 seconds
Article 648: 22.92 seconds
Article 649: 19.08 seconds
Article 650: 23.03 seconds
Article 651: 8.32 seconds
Article 652: 5.59 seconds
Article 653: 3.36 seconds
Article 654: 1.71 seconds
Article 655: 2.18 seconds
Article 656: 5.87 seconds
Article 657: 2.62 seconds
Article 658: 1.42 seconds
Article 659: 15.34 seconds
Article 660: 2.86 seconds
Article 661: 16.12 seconds
Article 662: 4.06 seconds
Article 663: 14.54 seconds
Article 664: 1.52 seconds
Article 665: 32.29 seconds
Article 666: 18.06 seconds
Article 667: 8.56 seconds
Article 668: 3.42 seconds
Article 669: 1.07 seconds
Article 670: 7.62 seconds
Article 671: 15.81 seconds
Article 672: 19.90 seconds
Article 673: 27.23 seconds
Article 674: 13.11 seconds
Article 675: 4.36 seconds
Article 676: 1.83 seconds
Article 677: 1.44 seconds
Article 678: 2.90 seconds
Article 679: 18.94 seconds
Article 680: 2.86 seconds
Article 681: 6.50 seconds
Article 682: 19.60 seconds
Article 683: 9.04 seconds
Article 684: 13.36 seconds
Article 685: 5.65 seconds
Article 686: 2.81 seconds
Article 687: 4.67 seconds
Article 688: 9.86 seconds
Article 689: 27.73 seconds
Article 690: 12.18 seconds
Article 691: 11.33 seconds
Article 692: 2.96 seconds
Article 693: 34.16 seconds
Article 694: 12.85 seconds
Article 695: 1.10 seconds
Article 696: 11.81 seconds
Article 697: 13.52 seconds
Article 698: 12.43 seconds
Article 699: 2.15 seconds
Article 700: 2.13 seconds
Article 701: 2.73 seconds
Article 702: 3.66 seconds
Article 703: 5.45 seconds
Article 704: 4.67 seconds
Article 705: 2.56 seconds
Article 706: 19.77 seconds
Article 707: 11.81 seconds
Article 708: 2.44 seconds
Article 709: 15.80 seconds
Article 710: 7.16 seconds
Article 711: 5.95 seconds
Article 712: 1.73 seconds
Article 713: 1.35 seconds
Article 714: 2.28 seconds
Article 715: 12.98 seconds
Article 716: 12.25 seconds
Article 717: 3.06 seconds
Article 718: 3.37 seconds
Article 719: 1.36 seconds
Article 720: 26.77 seconds
Article 721: 2.39 seconds
Article 722: 18.66 seconds
Article 723: 13.65 seconds
Article 724: 7.69 seconds
Article 725: 2.50 seconds
Article 726: 19.52 seconds
Article 727: 7.24 seconds
Article 728: 22.90 seconds
Article 729: 18.94 seconds
Article 730: 1.33 seconds
Article 731: 1.56 seconds
Article 732: 8.82 seconds
Article 733: 14.76 seconds
Article 734: 12.22 seconds
Article 735: 17.69 seconds
Article 736: 2.84 seconds
Article 737: 15.83 seconds
Article 738: 1.39 seconds
Article 739: 3.42 seconds
Article 740: 1.48 seconds
Article 741: 8.45 seconds
Article 742: 9.26 seconds
Article 743: 1.97 seconds
Article 744: 16.22 seconds
Article 745: 2.36 seconds
Article 746: 2.05 seconds
Article 747: 21.54 seconds
Article 748: 14.08 seconds
Article 749: 14.21 seconds
Article 750: 15.76 seconds
Article 751: 14.65 seconds
Article 752: 7.99 seconds
Article 753: 9.05 seconds
Article 754: 13.76 seconds
Article 755: 16.30 seconds
Article 756: 6.84 seconds
Article 757: 3.48 seconds
Article 758: 2.73 seconds
Article 759: 3.54 seconds
Article 760: 15.02 seconds
Article 761: 1.31 seconds
Article 762: 14.08 seconds
Article 763: 3.12 seconds
Article 764: 2.36 seconds
Article 765: 2.05 seconds
Article 766: 18.07 seconds
Article 767: 2.25 seconds
Article 768: 5.33 seconds
Article 769: 1.24 seconds
Article 770: 1.16 seconds
Article 771: 4.23 seconds
Article 772: 8.51 seconds
Article 773: 14.77 seconds
Article 774: 9.21 seconds
Article 775: 2.59 seconds
Article 776: 18.76 seconds
Article 777: 14.70 seconds
Article 778: 11.33 seconds
Article 779: 5.72 seconds
Article 780: 5.70 seconds
Article 781: 14.34 seconds
Article 782: 5.21 seconds
Article 783: 1.43 seconds
Article 784: 8.20 seconds
Article 785: 4.09 seconds
Article 786: 2.48 seconds
Article 787: 3.03 seconds
Article 788: 12.44 seconds
Article 789: 6.68 seconds
Article 790: 19.04 seconds
Article 791: 1.90 seconds
Article 792: 5.39 seconds
Article 793: 1.04 seconds
Article 794: 15.98 seconds
Article 795: 5.32 seconds
Article 796: 7.20 seconds
Article 797: 8.90 seconds
Article 798: 6.81 seconds
Article 799: 3.17 seconds
Article 800: 12.71 seconds
Article 801: 32.36 seconds
Article 802: 7.28 seconds
Article 803: 1.31 seconds
Article 804: 2.84 seconds
Article 805: 7.93 seconds
Article 806: 23.97 seconds
Article 807: 8.82 seconds
Article 808: 21.72 seconds
Article 809: 5.74 seconds
Article 810: 2.50 seconds
Article 811: 14.57 seconds
Article 812: 14.73 seconds
Article 813: 2.18 seconds
Article 814: 1.68 seconds
Article 815: 7.97 seconds
Article 816: 1.44 seconds
Article 817: 2.63 seconds
Article 818: 2.21 seconds
Article 819: 9.11 seconds
Article 820: 6.91 seconds
Article 821: 8.40 seconds
Article 822: 3.25 seconds
Article 823: 21.50 seconds
Article 824: 2.49 seconds
Article 825: 2.30 seconds
Article 826: 2.35 seconds
Article 827: 21.01 seconds
Article 828: 8.69 seconds
Article 829: 12.94 seconds
Article 830: 1.74 seconds
Article 831: 15.70 seconds
Article 832: 3.31 seconds
Article 833: 2.69 seconds
Article 834: 12.73 seconds
Article 835: 12.00 seconds
Article 836: 18.48 seconds
Article 837: 12.03 seconds
Article 838: 1.39 seconds
Article 839: 8.54 seconds
Article 840: 12.81 seconds
Article 841: 5.07 seconds
Article 842: 28.82 seconds
Article 843: 19.53 seconds
Article 844: 2.28 seconds
Article 845: 9.23 seconds
Article 846: 6.04 seconds
Article 847: 22.39 seconds
Article 848: 11.51 seconds
Article 849: 2.22 seconds
Article 850: 21.47 seconds
Article 851: 3.10 seconds
Article 852: 19.36 seconds
Article 853: 16.94 seconds
Article 854: 2.09 seconds
Article 855: 3.21 seconds
Article 856: 2.00 seconds
Article 857: 17.49 seconds
Article 858: 11.79 seconds
Article 859: 1.62 seconds
Article 860: 12.76 seconds
Article 861: 5.65 seconds
Article 862: 11.00 seconds
Article 863: 21.34 seconds
Article 864: 2.67 seconds
Article 865: 6.60 seconds
Article 866: 2.42 seconds
Article 867: 4.48 seconds
Article 868: 1.86 seconds
Article 869: 2.74 seconds
Article 870: 11.23 seconds
Article 871: 7.66 seconds
Article 872: 17.48 seconds
Article 873: 35.21 seconds
Article 874: 1.97 seconds
Article 875: 8.02 seconds
Article 876: 16.01 seconds
Article 877: 19.08 seconds
Article 878: 23.60 seconds
Article 879: 11.54 seconds
Article 880: 15.11 seconds
Article 881: 1.12 seconds
Article 882: 8.06 seconds
Article 883: 13.37 seconds
Article 884: 7.43 seconds
Article 885: 11.39 seconds
Article 886: 18.68 seconds
Article 887: 5.92 seconds
Article 888: 12.20 seconds
Article 889: 3.99 seconds
Article 890: 13.45 seconds
Article 891: 18.55 seconds
Article 892: 16.11 seconds
Article 893: 3.05 seconds
Article 894: 25.50 seconds
Article 895: 16.87 seconds
Article 896: 15.89 seconds
Article 897: 18.23 seconds
Article 898: 4.22 seconds
Article 899: 17.04 seconds
Article 900: 11.48 seconds
Article 901: 2.43 seconds
Article 902: 1.45 seconds
Article 903: 6.11 seconds
Article 904: 2.40 seconds
Article 905: 24.97 seconds
Article 906: 15.26 seconds
Article 907: 2.12 seconds
Article 908: 18.30 seconds
Article 909: 12.72 seconds
Article 910: 18.25 seconds
Article 911: 1.85 seconds
Article 912: 24.01 seconds
Article 913: 1.81 seconds
Article 914: 8.54 seconds
Article 915: 27.54 seconds
Article 916: 15.00 seconds
Article 917: 2.52 seconds
Article 918: 2.75 seconds
Article 919: 23.90 seconds
Article 920: 1.24 seconds
Article 921: 16.94 seconds
Article 922: 32.97 seconds
Article 923: 5.28 seconds
Article 924: 2.80 seconds
Article 925: 1.17 seconds
Article 926: 11.23 seconds
Article 927: 9.14 seconds
Article 928: 6.88 seconds
Article 929: 22.22 seconds
Article 930: 3.48 seconds
Article 931: 7.23 seconds
Article 932: 3.92 seconds
Article 933: 2.87 seconds
Article 934: 18.10 seconds
Article 935: 8.38 seconds
Article 936: 2.37 seconds
Article 937: 2.99 seconds
Article 938: 2.45 seconds
Article 939: 13.95 seconds
Article 940: 23.74 seconds
Article 941: 13.64 seconds
Article 942: 6.17 seconds
Article 943: 19.69 seconds
Article 944: 6.73 seconds
Article 945: 7.19 seconds
Article 946: 4.83 seconds
Article 947: 4.50 seconds
Article 948: 9.59 seconds
Article 949: 7.98 seconds
Article 950: 9.66 seconds
Article 951: 1.64 seconds
Article 952: 3.29 seconds
Article 953: 11.57 seconds
Article 954: 2.85 seconds
Article 955: 4.25 seconds
Article 956: 6.25 seconds
Article 957: 12.81 seconds
Article 958: 2.61 seconds
Article 959: 2.85 seconds
Article 960: 2.43 seconds
Article 961: 6.10 seconds
Article 962: 4.42 seconds
Article 963: 12.33 seconds
Article 964: 1.54 seconds
Article 965: 4.32 seconds
Article 966: 5.56 seconds
Article 967: 33.92 seconds
Article 968: 2.78 seconds
Article 969: 22.01 seconds
Article 970: 5.07 seconds
Article 971: 11.42 seconds
Article 972: 9.75 seconds
Article 973: 2.11 seconds
Article 974: 24.26 seconds
Article 975: 8.92 seconds
Article 976: 1.94 seconds
Article 977: 22.45 seconds
Article 978: 23.81 seconds
Article 979: 19.22 seconds
Article 980: 19.30 seconds
Article 981: 22.37 seconds
Article 982: 9.98 seconds
Article 983: 4.25 seconds
Article 984: 4.51 seconds
Article 985: 13.48 seconds
Article 986: 22.74 seconds
Article 987: 2.80 seconds
Article 988: 14.07 seconds
Article 989: 22.49 seconds
