Model: Mixtral-8x7B-Instruct
Dataset: Arxiv.json
Temperature: 0.1
Total inference time: 199987.98 seconds
Average inference time per article: 100.3 seconds
Inference times per article:
Article 344: 90.76 seconds
Article 345: 83.75 seconds
Article 346: 94.40 seconds
Article 347: 109.90 seconds
Article 348: 97.92 seconds
Article 349: 103.33 seconds
Article 350: 99.30 seconds
Article 351: 89.82 seconds
Article 352: 88.17 seconds
Article 353: 96.70 seconds
Article 354: 112.59 seconds
Article 355: 114.29 seconds
Article 356: 86.97 seconds
Article 357: 113.69 seconds
Article 358: 105.55 seconds
Article 359: 89.28 seconds
Article 360: 91.08 seconds
Article 361: 100.00 seconds
Article 362: 81.97 seconds
Article 363: 98.82 seconds
Article 364: 112.11 seconds
Article 365: 88.80 seconds
Article 366: 98.41 seconds
Article 367: 95.91 seconds
Article 368: 75.02 seconds
Article 369: 93.77 seconds
Article 370: 128.10 seconds
Article 371: 79.09 seconds
Article 372: 89.97 seconds
Article 373: 96.47 seconds
Article 374: 104.77 seconds
Article 375: 109.68 seconds
Article 376: 103.99 seconds
Article 377: 101.85 seconds
Article 378: 88.56 seconds
Article 379: 88.37 seconds
Article 380: 89.55 seconds
Article 381: 82.57 seconds
Article 382: 96.51 seconds
Article 383: 94.12 seconds
Article 384: 91.31 seconds
Article 385: 86.88 seconds
Article 386: 106.60 seconds
Article 387: 114.31 seconds
Article 388: 98.46 seconds
Article 389: 101.69 seconds
Article 390: 95.50 seconds
Article 391: 95.51 seconds
Article 392: 103.94 seconds
Article 393: 98.88 seconds
Article 394: 109.40 seconds
Article 395: 103.56 seconds
Article 396: 89.50 seconds
Article 397: 95.84 seconds
Article 398: 93.87 seconds
Article 399: 73.71 seconds
Article 400: 92.70 seconds
Article 401: 101.60 seconds
Article 402: 96.34 seconds
Article 403: 115.88 seconds
Article 404: 112.62 seconds
Article 405: 107.14 seconds
Article 406: 106.68 seconds
Article 407: 110.27 seconds
Article 408: 77.18 seconds
Article 409: 89.94 seconds
Article 410: 116.96 seconds
Article 411: 125.04 seconds
Article 412: 78.55 seconds
Article 413: 96.71 seconds
Article 414: 99.17 seconds
Article 415: 91.20 seconds
Article 416: 98.18 seconds
Article 417: 117.77 seconds
Article 418: 106.21 seconds
Article 419: 87.78 seconds
Article 420: 101.14 seconds
Article 421: 107.10 seconds
Article 422: 87.89 seconds
Article 423: 108.81 seconds
Article 424: 102.37 seconds
Article 425: 101.74 seconds
Article 426: 111.82 seconds
Article 427: 100.27 seconds
Article 428: 92.90 seconds
Article 429: 87.04 seconds
Article 430: 101.34 seconds
Article 431: 93.59 seconds
Article 432: 118.58 seconds
Article 433: 109.13 seconds
Article 434: 110.08 seconds
Article 435: 85.23 seconds
Article 436: 100.39 seconds
Article 437: 75.73 seconds
Article 438: 86.88 seconds
Article 439: 100.38 seconds
Article 440: 107.06 seconds
Article 441: 94.54 seconds
Article 442: 89.78 seconds
Article 443: 84.44 seconds
Article 444: 96.63 seconds
Article 445: 98.69 seconds
Article 446: 94.95 seconds
Article 447: 89.43 seconds
Article 448: 97.55 seconds
Article 449: 89.58 seconds
Article 450: 82.34 seconds
Article 451: 102.16 seconds
Article 452: 94.59 seconds
Article 453: 98.03 seconds
Article 454: 116.21 seconds
Article 455: 82.89 seconds
Article 456: 108.88 seconds
Article 457: 123.70 seconds
Article 458: 84.66 seconds
Article 459: 102.74 seconds
Article 460: 104.90 seconds
Article 461: 102.83 seconds
Article 462: 88.35 seconds
Article 463: 112.21 seconds
Article 464: 88.20 seconds
Article 465: 118.63 seconds
Article 466: 99.37 seconds
Article 467: 84.66 seconds
Article 468: 106.12 seconds
Article 469: 86.84 seconds
Article 470: 97.66 seconds
Article 471: 105.46 seconds
Article 472: 108.02 seconds
Article 473: 102.79 seconds
Article 474: 99.69 seconds
Article 475: 112.26 seconds
Article 476: 106.33 seconds
Article 477: 108.11 seconds
Article 478: 113.86 seconds
Article 479: 95.49 seconds
Article 480: 80.85 seconds
Article 481: 84.39 seconds
Article 482: 106.71 seconds
Article 483: 119.03 seconds
Article 484: 99.55 seconds
Article 485: 99.62 seconds
Article 486: 93.15 seconds
Article 487: 94.23 seconds
Article 488: 98.40 seconds
Article 489: 85.77 seconds
Article 490: 92.41 seconds
Article 491: 98.80 seconds
Article 492: 96.64 seconds
Article 493: 102.07 seconds
Article 494: 105.72 seconds
Article 495: 88.13 seconds
Article 496: 99.47 seconds
Article 497: 95.68 seconds
Article 498: 84.47 seconds
Article 499: 82.28 seconds
Article 500: 94.56 seconds
Article 501: 94.08 seconds
Article 502: 102.71 seconds
Article 503: 102.60 seconds
Article 504: 88.53 seconds
Article 505: 121.89 seconds
Article 506: 114.02 seconds
Article 507: 95.19 seconds
Article 508: 101.98 seconds
Article 509: 93.60 seconds
Article 510: 99.35 seconds
Article 511: 108.16 seconds
Article 512: 96.82 seconds
Article 513: 112.82 seconds
Article 514: 110.03 seconds
Article 515: 89.67 seconds
Article 516: 90.09 seconds
Article 517: 95.94 seconds
Article 518: 97.30 seconds
Article 519: 120.57 seconds
Article 520: 105.07 seconds
Article 521: 103.73 seconds
Article 522: 80.70 seconds
Article 523: 108.91 seconds
Article 524: 100.12 seconds
Article 525: 100.21 seconds
Article 526: 111.49 seconds
Article 527: 114.70 seconds
Article 528: 109.03 seconds
Article 529: 110.33 seconds
Article 530: 98.18 seconds
Article 531: 99.44 seconds
Article 532: 96.42 seconds
Article 533: 109.41 seconds
Article 534: 93.55 seconds
Article 535: 109.21 seconds
Article 536: 101.75 seconds
Article 537: 107.76 seconds
Article 538: 101.44 seconds
Article 539: 94.07 seconds
Article 540: 91.09 seconds
Article 541: 112.63 seconds
Article 542: 113.93 seconds
Article 543: 92.77 seconds
Article 544: 105.51 seconds
Article 545: 99.04 seconds
Article 546: 93.86 seconds
Article 547: 90.91 seconds
Article 548: 83.47 seconds
Article 549: 90.13 seconds
Article 550: 93.96 seconds
Article 551: 94.81 seconds
Article 552: 119.04 seconds
Article 553: 112.83 seconds
Article 554: 104.23 seconds
Article 555: 98.63 seconds
Article 556: 109.52 seconds
Article 557: 89.71 seconds
Article 558: 99.18 seconds
Article 559: 109.54 seconds
Article 560: 102.31 seconds
Article 561: 95.27 seconds
Article 562: 92.28 seconds
Article 563: 108.00 seconds
Article 564: 105.96 seconds
Article 565: 111.09 seconds
Article 566: 99.18 seconds
Article 567: 97.15 seconds
Article 568: 88.30 seconds
Article 569: 89.43 seconds
Article 570: 87.98 seconds
Article 571: 105.71 seconds
Article 572: 105.34 seconds
Article 573: 101.68 seconds
Article 574: 85.69 seconds
Article 575: 113.22 seconds
Article 576: 102.74 seconds
Article 577: 99.78 seconds
Article 578: 91.47 seconds
Article 579: 95.79 seconds
Article 580: 110.48 seconds
Article 581: 94.05 seconds
Article 582: 96.89 seconds
Article 583: 105.93 seconds
Article 584: 100.37 seconds
Article 585: 108.30 seconds
Article 586: 99.74 seconds
Article 587: 88.79 seconds
Article 588: 115.51 seconds
Article 589: 81.53 seconds
Article 590: 86.93 seconds
Article 591: 110.04 seconds
Article 592: 98.17 seconds
Article 593: 104.41 seconds
Article 594: 97.29 seconds
Article 595: 89.05 seconds
Article 596: 98.89 seconds
Article 597: 86.66 seconds
Article 598: 84.40 seconds
Article 599: 117.93 seconds
Article 600: 90.14 seconds
Article 601: 104.36 seconds
Article 602: 91.57 seconds
Article 603: 109.97 seconds
Article 604: 113.94 seconds
Article 605: 114.65 seconds
Article 606: 92.29 seconds
Article 607: 110.78 seconds
Article 608: 104.92 seconds
Article 609: 112.05 seconds
Article 610: 91.17 seconds
Article 611: 107.47 seconds
Article 612: 86.81 seconds
Article 613: 93.21 seconds
Article 614: 91.41 seconds
Article 615: 101.52 seconds
Article 616: 92.98 seconds
Article 617: 116.26 seconds
Article 618: 104.80 seconds
Article 619: 110.77 seconds
Article 620: 74.22 seconds
Article 621: 94.98 seconds
Article 622: 115.43 seconds
Article 623: 103.08 seconds
Article 624: 92.79 seconds
Article 625: 87.87 seconds
Article 626: 95.60 seconds
Article 627: 90.55 seconds
Article 628: 107.92 seconds
Article 629: 88.88 seconds
Article 630: 89.93 seconds
Article 631: 111.06 seconds
Article 632: 98.19 seconds
Article 633: 114.80 seconds
Article 634: 74.00 seconds
Article 635: 104.02 seconds
Article 636: 96.64 seconds
Article 637: 105.31 seconds
Article 638: 92.62 seconds
Article 639: 110.77 seconds
Article 640: 109.63 seconds
Article 641: 82.74 seconds
Article 642: 89.59 seconds
Article 643: 87.95 seconds
Article 644: 95.57 seconds
Article 645: 107.83 seconds
Article 646: 102.73 seconds
Article 647: 103.01 seconds
Article 648: 103.00 seconds
Article 649: 88.75 seconds
Article 650: 98.15 seconds
Article 651: 101.21 seconds
Article 652: 102.85 seconds
Article 653: 104.08 seconds
Article 654: 112.00 seconds
Article 655: 93.01 seconds
Article 656: 91.23 seconds
Article 657: 106.80 seconds
Article 658: 77.39 seconds
Article 659: 95.27 seconds
Article 660: 104.00 seconds
Article 661: 103.90 seconds
Article 662: 107.83 seconds
Article 663: 88.00 seconds
Article 664: 110.66 seconds
Article 665: 97.35 seconds
Article 666: 99.35 seconds
Article 667: 107.34 seconds
Article 668: 100.89 seconds
Article 669: 99.72 seconds
Article 670: 102.81 seconds
Article 671: 104.57 seconds
Article 672: 99.59 seconds
Article 673: 88.59 seconds
Article 674: 109.43 seconds
Article 675: 98.06 seconds
Article 676: 90.46 seconds
Article 677: 106.22 seconds
Article 678: 96.09 seconds
Article 679: 100.37 seconds
Article 680: 95.84 seconds
Article 681: 114.91 seconds
Article 682: 123.31 seconds
Article 683: 85.89 seconds
Article 684: 88.63 seconds
Article 685: 103.38 seconds
Article 686: 116.03 seconds
Article 687: 105.13 seconds
Article 688: 92.29 seconds
Article 689: 88.49 seconds
Article 690: 93.24 seconds
Article 691: 82.70 seconds
Article 692: 97.29 seconds
Article 693: 102.87 seconds
Article 694: 103.03 seconds
Article 695: 96.03 seconds
Article 696: 86.08 seconds
Article 697: 103.06 seconds
Article 698: 93.14 seconds
Article 699: 93.56 seconds
Article 700: 90.78 seconds
Article 701: 105.18 seconds
Article 702: 79.84 seconds
Article 703: 100.49 seconds
Article 704: 72.25 seconds
Article 705: 87.04 seconds
Article 706: 97.74 seconds
Article 707: 80.60 seconds
Article 708: 84.45 seconds
Article 709: 115.31 seconds
Article 710: 105.74 seconds
Article 711: 109.94 seconds
Article 712: 106.41 seconds
Article 713: 98.01 seconds
Article 714: 111.04 seconds
Article 715: 92.19 seconds
Article 716: 118.79 seconds
Article 717: 91.38 seconds
Article 718: 103.90 seconds
Article 719: 108.18 seconds
Article 720: 95.23 seconds
Article 721: 108.44 seconds
Article 722: 100.19 seconds
Article 723: 95.59 seconds
Article 724: 104.19 seconds
Article 725: 118.32 seconds
Article 726: 93.03 seconds
Article 727: 103.98 seconds
Article 728: 98.20 seconds
Article 729: 89.76 seconds
Article 730: 105.40 seconds
Article 731: 85.42 seconds
Article 732: 97.22 seconds
Article 733: 79.38 seconds
Article 734: 91.93 seconds
Article 735: 89.46 seconds
Article 736: 98.93 seconds
Article 737: 91.26 seconds
Article 738: 107.02 seconds
Article 739: 105.10 seconds
Article 740: 100.24 seconds
Article 741: 92.63 seconds
Article 742: 92.81 seconds
Article 743: 107.38 seconds
Article 744: 99.79 seconds
Article 745: 102.97 seconds
Article 746: 112.67 seconds
Article 747: 92.98 seconds
Article 748: 86.38 seconds
Article 749: 86.12 seconds
Article 750: 83.56 seconds
Article 751: 107.21 seconds
Article 752: 114.72 seconds
Article 753: 109.47 seconds
Article 754: 104.43 seconds
Article 755: 98.25 seconds
Article 756: 113.06 seconds
Article 757: 113.50 seconds
Article 758: 107.86 seconds
Article 759: 95.62 seconds
Article 760: 112.19 seconds
Article 761: 98.68 seconds
Article 762: 93.88 seconds
Article 763: 106.12 seconds
Article 764: 107.66 seconds
Article 765: 92.97 seconds
Article 766: 102.67 seconds
Article 767: 83.80 seconds
Article 768: 101.89 seconds
Article 769: 87.13 seconds
Article 770: 101.33 seconds
Article 771: 91.23 seconds
Article 772: 92.87 seconds
Article 773: 110.05 seconds
Article 774: 92.37 seconds
Article 775: 96.89 seconds
Article 776: 95.50 seconds
Article 777: 115.12 seconds
Article 778: 106.68 seconds
Article 779: 111.22 seconds
Article 780: 110.67 seconds
Article 781: 94.51 seconds
Article 782: 105.56 seconds
Article 783: 91.90 seconds
Article 784: 95.62 seconds
Article 785: 113.36 seconds
Article 786: 93.48 seconds
Article 787: 100.96 seconds
Article 788: 105.47 seconds
Article 789: 86.42 seconds
Article 790: 87.25 seconds
Article 791: 102.26 seconds
Article 792: 111.47 seconds
Article 793: 96.27 seconds
Article 794: 100.07 seconds
Article 795: 101.52 seconds
Article 796: 106.70 seconds
Article 797: 128.20 seconds
Article 798: 91.41 seconds
Article 799: 84.56 seconds
Article 800: 89.52 seconds
Article 801: 103.80 seconds
Article 802: 102.10 seconds
Article 803: 114.95 seconds
Article 804: 102.06 seconds
Article 805: 114.34 seconds
Article 806: 102.76 seconds
Article 807: 117.06 seconds
Article 808: 80.80 seconds
Article 809: 121.70 seconds
Article 810: 71.86 seconds
Article 811: 99.20 seconds
Article 812: 93.51 seconds
Article 813: 101.14 seconds
Article 814: 92.25 seconds
Article 815: 88.19 seconds
Article 816: 99.20 seconds
Article 817: 91.25 seconds
Article 818: 94.84 seconds
Article 819: 101.48 seconds
Article 820: 97.25 seconds
Article 821: 105.86 seconds
Article 822: 95.41 seconds
Article 823: 102.37 seconds
Article 824: 90.79 seconds
Article 825: 94.53 seconds
Article 826: 97.82 seconds
Article 827: 92.49 seconds
Article 828: 99.96 seconds
Article 829: 77.79 seconds
Article 830: 101.46 seconds
Article 831: 113.38 seconds
Article 832: 99.99 seconds
Article 833: 98.81 seconds
Article 834: 96.21 seconds
Article 835: 94.56 seconds
Article 836: 99.10 seconds
Article 837: 100.99 seconds
Article 838: 114.48 seconds
Article 839: 92.30 seconds
Article 840: 102.23 seconds
Article 841: 100.05 seconds
Article 842: 93.46 seconds
Article 843: 109.80 seconds
Article 844: 98.06 seconds
Article 845: 102.29 seconds
Article 846: 91.59 seconds
Article 847: 99.53 seconds
Article 848: 90.77 seconds
Article 849: 98.45 seconds
Article 850: 78.30 seconds
Article 851: 93.06 seconds
Article 852: 101.57 seconds
Article 853: 107.11 seconds
Article 854: 107.19 seconds
Article 855: 97.30 seconds
Article 856: 87.01 seconds
Article 857: 106.90 seconds
Article 858: 114.02 seconds
Article 859: 96.28 seconds
Article 860: 112.64 seconds
Article 861: 91.20 seconds
Article 862: 90.00 seconds
Article 863: 101.01 seconds
Article 864: 95.72 seconds
Article 865: 104.50 seconds
Article 866: 109.50 seconds
Article 867: 88.33 seconds
Article 868: 100.92 seconds
Article 869: 105.38 seconds
Article 870: 92.55 seconds
Article 871: 92.30 seconds
Article 872: 107.62 seconds
Article 873: 79.58 seconds
Article 874: 108.58 seconds
Article 875: 98.97 seconds
Article 876: 109.47 seconds
Article 877: 101.97 seconds
Article 878: 107.45 seconds
Article 879: 102.68 seconds
Article 880: 99.91 seconds
Article 881: 103.26 seconds
Article 882: 87.53 seconds
Article 883: 90.18 seconds
Article 884: 92.76 seconds
Article 885: 91.19 seconds
Article 886: 98.04 seconds
Article 887: 114.28 seconds
Article 888: 93.21 seconds
Article 889: 92.11 seconds
Article 890: 90.05 seconds
Article 891: 94.22 seconds
Article 892: 89.16 seconds
Article 893: 99.79 seconds
Article 894: 103.38 seconds
Article 895: 90.07 seconds
Article 896: 108.39 seconds
Article 897: 96.14 seconds
Article 898: 89.84 seconds
Article 899: 114.06 seconds
Article 900: 121.35 seconds
Article 901: 100.54 seconds
Article 902: 109.33 seconds
Article 903: 106.35 seconds
Article 904: 86.62 seconds
Article 905: 106.76 seconds
Article 906: 103.81 seconds
Article 907: 99.83 seconds
Article 908: 103.82 seconds
Article 909: 110.50 seconds
Article 910: 98.80 seconds
Article 911: 89.78 seconds
Article 912: 105.18 seconds
Article 913: 102.95 seconds
Article 914: 120.10 seconds
Article 915: 91.50 seconds
Article 916: 79.96 seconds
Article 917: 119.59 seconds
Article 918: 90.31 seconds
Article 919: 102.22 seconds
Article 920: 101.25 seconds
Article 921: 100.22 seconds
Article 922: 108.76 seconds
Article 923: 123.42 seconds
Article 924: 101.56 seconds
Article 925: 93.50 seconds
Article 926: 94.87 seconds
Article 927: 110.34 seconds
Article 928: 90.50 seconds
Article 929: 86.18 seconds
Article 930: 89.15 seconds
Article 931: 89.17 seconds
Article 932: 93.68 seconds
Article 933: 102.22 seconds
Article 934: 90.84 seconds
Article 935: 106.86 seconds
Article 936: 93.73 seconds
Article 937: 130.64 seconds
Article 938: 114.80 seconds
Article 939: 105.06 seconds
Article 940: 82.06 seconds
Article 941: 113.64 seconds
Article 942: 115.69 seconds
Article 943: 89.84 seconds
Article 944: 97.32 seconds
Article 945: 91.12 seconds
Article 946: 105.84 seconds
Article 947: 76.17 seconds
Article 948: 104.55 seconds
Article 949: 97.95 seconds
Article 950: 99.58 seconds
Article 951: 107.10 seconds
Article 952: 113.71 seconds
Article 953: 106.46 seconds
Article 954: 84.14 seconds
Article 955: 113.59 seconds
Article 956: 89.93 seconds
Article 957: 112.05 seconds
Article 958: 93.59 seconds
Article 959: 104.41 seconds
Article 960: 100.18 seconds
Article 961: 96.64 seconds
Article 962: 98.27 seconds
Article 963: 107.10 seconds
Article 964: 93.16 seconds
Article 965: 100.74 seconds
Article 966: 102.57 seconds
Article 967: 112.14 seconds
Article 968: 108.49 seconds
Article 969: 97.07 seconds
Article 970: 109.27 seconds
Article 971: 107.44 seconds
Article 972: 104.03 seconds
Article 973: 60.08 seconds
Article 974: 102.13 seconds
Article 975: 87.99 seconds
Article 976: 97.19 seconds
Article 977: 103.44 seconds
Article 978: 98.73 seconds
Article 979: 94.41 seconds
Article 980: 100.64 seconds
Article 981: 102.46 seconds
Article 982: 102.99 seconds
Article 983: 97.53 seconds
Article 984: 92.79 seconds
Article 985: 95.73 seconds
Article 986: 109.49 seconds
Article 987: 114.99 seconds
Article 988: 87.97 seconds
