Model: mistral_7b-instruct.txt
Dataset: ArXiv.json
Temperature: 0.1
Total inference time: 105354.19 seconds
Average inference time per article: 52.9 seconds
Inference times per article:
Article 111: 47.80 seconds
Article 112: 50.72 seconds
Article 113: 61.98 seconds
Article 114: 39.34 seconds
Article 115: 57.93 seconds
Article 116: 43.11 seconds
Article 117: 30.29 seconds
Article 118: 55.52 seconds
Article 119: 52.96 seconds
Article 120: 54.15 seconds
Article 121: 44.76 seconds
Article 122: 58.06 seconds
Article 123: 31.04 seconds
Article 124: 42.53 seconds
Article 125: 50.56 seconds
Article 126: 50.72 seconds
Article 127: 44.92 seconds
Article 128: 63.97 seconds
Article 129: 52.33 seconds
Article 130: 53.83 seconds
Article 131: 36.50 seconds
Article 132: 43.17 seconds
Article 133: 52.80 seconds
Article 134: 55.49 seconds
Article 135: 59.60 seconds
Article 136: 43.53 seconds
Article 137: 31.14 seconds
Article 138: 44.36 seconds
Article 139: 62.94 seconds
Article 140: 60.20 seconds
Article 141: 40.75 seconds
Article 142: 45.45 seconds
Article 143: 47.00 seconds
Article 144: 44.93 seconds
Article 145: 50.08 seconds
Article 146: 66.49 seconds
Article 147: 59.61 seconds
Article 148: 61.55 seconds
Article 149: 69.18 seconds
Article 150: 57.64 seconds
Article 151: 59.09 seconds
Article 152: 45.87 seconds
Article 153: 63.47 seconds
Article 154: 64.93 seconds
Article 155: 65.13 seconds
Article 156: 48.18 seconds
Article 157: 46.59 seconds
Article 158: 47.52 seconds
Article 159: 49.88 seconds
Article 160: 53.02 seconds
Article 161: 61.44 seconds
Article 162: 56.02 seconds
Article 163: 53.48 seconds
Article 164: 59.39 seconds
Article 165: 43.24 seconds
Article 166: 55.13 seconds
Article 167: 58.51 seconds
Article 168: 60.58 seconds
Article 169: 72.41 seconds
Article 170: 41.87 seconds
Article 171: 42.84 seconds
Article 172: 39.64 seconds
Article 173: 64.25 seconds
Article 174: 47.64 seconds
Article 175: 67.35 seconds
Article 176: 63.38 seconds
Article 177: 60.32 seconds
Article 178: 47.52 seconds
Article 179: 46.58 seconds
Article 180: 50.47 seconds
Article 181: 57.12 seconds
Article 182: 49.68 seconds
Article 183: 45.04 seconds
Article 184: 33.13 seconds
Article 185: 48.71 seconds
Article 186: 56.59 seconds
Article 187: 38.90 seconds
Article 188: 50.26 seconds
Article 189: 54.47 seconds
Article 190: 46.68 seconds
Article 191: 46.14 seconds
Article 192: 73.88 seconds
Article 193: 54.16 seconds
Article 194: 64.25 seconds
Article 195: 41.45 seconds
Article 196: 58.25 seconds
Article 197: 36.07 seconds
Article 198: 57.53 seconds
Article 199: 46.20 seconds
Article 200: 50.03 seconds
Article 201: 46.29 seconds
Article 202: 54.09 seconds
Article 203: 40.74 seconds
Article 204: 59.93 seconds
Article 205: 60.57 seconds
Article 206: 60.55 seconds
Article 207: 53.32 seconds
Article 208: 42.79 seconds
Article 209: 28.68 seconds
Article 210: 61.40 seconds
Article 211: 41.28 seconds
Article 212: 69.48 seconds
Article 213: 42.91 seconds
Article 214: 57.07 seconds
Article 215: 51.35 seconds
Article 216: 55.92 seconds
Article 217: 58.07 seconds
Article 218: 48.18 seconds
Article 219: 46.25 seconds
Article 220: 54.52 seconds
Article 221: 60.22 seconds
Article 222: 63.28 seconds
Article 223: 52.97 seconds
Article 224: 46.32 seconds
Article 225: 47.52 seconds
Article 226: 40.35 seconds
Article 227: 61.25 seconds
Article 228: 55.13 seconds
Article 229: 47.20 seconds
Article 230: 60.20 seconds
Article 231: 62.52 seconds
Article 232: 46.14 seconds
Article 233: 41.01 seconds
Article 234: 54.18 seconds
Article 235: 56.26 seconds
Article 236: 54.05 seconds
Article 237: 60.71 seconds
Article 238: 35.57 seconds
Article 239: 55.01 seconds
Article 240: 35.59 seconds
Article 241: 53.27 seconds
Article 242: 51.07 seconds
Article 243: 55.97 seconds
Article 244: 63.48 seconds
Article 245: 51.91 seconds
Article 246: 54.52 seconds
Article 247: 47.58 seconds
Article 248: 52.27 seconds
Article 249: 49.26 seconds
Article 250: 57.67 seconds
Article 251: 66.42 seconds
Article 252: 58.21 seconds
Article 253: 67.57 seconds
Article 254: 47.95 seconds
Article 255: 56.86 seconds
Article 256: 54.84 seconds
Article 257: 45.00 seconds
Article 258: 53.18 seconds
Article 259: 50.00 seconds
Article 260: 39.13 seconds
Article 261: 39.01 seconds
Article 262: 38.32 seconds
Article 263: 72.63 seconds
Article 264: 53.26 seconds
Article 265: 43.68 seconds
Article 266: 43.02 seconds
Article 267: 41.53 seconds
Article 268: 83.00 seconds
Article 269: 45.33 seconds
Article 270: 38.47 seconds
Article 271: 49.52 seconds
Article 272: 39.76 seconds
Article 273: 67.44 seconds
Article 274: 60.28 seconds
Article 275: 67.91 seconds
Article 276: 59.12 seconds
Article 277: 66.83 seconds
Article 278: 31.82 seconds
Article 279: 47.82 seconds
Article 280: 37.75 seconds
Article 281: 36.68 seconds
Article 282: 46.72 seconds
Article 283: 63.70 seconds
Article 284: 46.45 seconds
Article 285: 39.78 seconds
Article 286: 68.67 seconds
Article 287: 53.33 seconds
Article 288: 56.06 seconds
Article 289: 65.67 seconds
Article 290: 49.61 seconds
Article 291: 61.66 seconds
Article 292: 37.16 seconds
Article 293: 38.05 seconds
Article 294: 67.74 seconds
Article 295: 60.08 seconds
Article 296: 51.27 seconds
Article 297: 50.36 seconds
Article 298: 61.35 seconds
Article 299: 48.39 seconds
Article 300: 59.31 seconds
Article 301: 39.82 seconds
Article 302: 42.33 seconds
Article 303: 54.35 seconds
Article 304: 64.79 seconds
Article 305: 64.75 seconds
Article 306: 51.61 seconds
Article 307: 59.42 seconds
Article 308: 59.36 seconds
Article 309: 43.63 seconds
Article 310: 55.18 seconds
Article 311: 47.86 seconds
Article 312: 56.66 seconds
Article 313: 56.57 seconds
Article 314: 55.75 seconds
Article 315: 62.87 seconds
Article 316: 43.35 seconds
Article 317: 70.60 seconds
Article 318: 61.48 seconds
Article 319: 59.55 seconds
Article 320: 47.61 seconds
Article 321: 30.02 seconds
Article 322: 51.35 seconds
Article 323: 63.07 seconds
Article 324: 50.70 seconds
Article 325: 67.67 seconds
Article 326: 49.31 seconds
Article 327: 44.24 seconds
Article 328: 46.40 seconds
Article 329: 42.04 seconds
Article 330: 49.71 seconds
Article 331: 55.46 seconds
Article 332: 48.47 seconds
Article 333: 53.68 seconds
Article 334: 54.13 seconds
Article 335: 47.40 seconds
Article 336: 70.32 seconds
Article 337: 39.90 seconds
Article 338: 36.51 seconds
Article 339: 54.81 seconds
Article 340: 43.82 seconds
Article 341: 46.84 seconds
Article 342: 56.70 seconds
Article 343: 62.38 seconds
Article 344: 37.52 seconds
Article 345: 44.35 seconds
Article 346: 43.81 seconds
Article 347: 50.97 seconds
Article 348: 49.71 seconds
Article 349: 43.52 seconds
Article 350: 38.01 seconds
Article 351: 64.90 seconds
Article 352: 60.32 seconds
Article 353: 58.08 seconds
Article 354: 46.53 seconds
Article 355: 60.90 seconds
Article 356: 33.99 seconds
Article 357: 49.87 seconds
Article 358: 52.36 seconds
Article 359: 42.14 seconds
Article 360: 51.30 seconds
Article 361: 57.57 seconds
Article 362: 51.39 seconds
Article 363: 56.97 seconds
Article 364: 43.62 seconds
Article 365: 57.24 seconds
Article 366: 39.15 seconds
Article 367: 22.30 seconds
Article 368: 61.93 seconds
Article 369: 34.09 seconds
Article 370: 65.37 seconds
Article 371: 50.72 seconds
Article 372: 63.46 seconds
Article 373: 54.65 seconds
Article 374: 55.06 seconds
Article 375: 58.50 seconds
Article 376: 51.41 seconds
Article 377: 50.96 seconds
Article 378: 51.10 seconds
Article 379: 74.30 seconds
Article 380: 52.18 seconds
Article 381: 47.61 seconds
Article 382: 45.36 seconds
Article 383: 58.13 seconds
Article 384: 72.14 seconds
Article 385: 48.81 seconds
Article 386: 51.02 seconds
Article 387: 47.01 seconds
Article 388: 55.59 seconds
Article 389: 63.80 seconds
Article 390: 49.98 seconds
Article 391: 37.46 seconds
Article 392: 53.04 seconds
Article 393: 54.48 seconds
Article 394: 60.16 seconds
Article 395: 47.99 seconds
Article 396: 48.01 seconds
Article 397: 49.17 seconds
Article 398: 65.15 seconds
Article 399: 33.33 seconds
Article 400: 60.43 seconds
Article 401: 45.98 seconds
Article 402: 38.68 seconds
Article 403: 59.51 seconds
Article 404: 59.91 seconds
Article 405: 75.23 seconds
Article 406: 48.66 seconds
Article 407: 38.58 seconds
Article 408: 47.47 seconds
Article 409: 52.72 seconds
Article 410: 47.63 seconds
Article 411: 59.50 seconds
Article 412: 50.17 seconds
Article 413: 49.24 seconds
Article 414: 73.98 seconds
Article 415: 55.58 seconds
Article 416: 51.43 seconds
Article 417: 52.77 seconds
Article 418: 50.21 seconds
Article 419: 45.55 seconds
Article 420: 44.27 seconds
Article 421: 59.72 seconds
Article 422: 50.44 seconds
Article 423: 52.05 seconds
Article 424: 51.88 seconds
Article 425: 60.91 seconds
Article 426: 57.52 seconds
Article 427: 49.69 seconds
Article 428: 40.99 seconds
Article 429: 45.02 seconds
Article 430: 63.08 seconds
Article 431: 53.14 seconds
Article 432: 34.34 seconds
Article 433: 62.46 seconds
Article 434: 40.36 seconds
Article 435: 51.94 seconds
Article 436: 52.65 seconds
Article 437: 45.00 seconds
Article 438: 47.03 seconds
Article 439: 39.17 seconds
Article 440: 78.52 seconds
Article 441: 63.71 seconds
Article 442: 52.18 seconds
Article 443: 60.07 seconds
Article 444: 38.17 seconds
Article 445: 45.22 seconds
Article 446: 44.99 seconds
Article 447: 46.38 seconds
Article 448: 45.99 seconds
Article 449: 64.66 seconds
Article 450: 56.91 seconds
Article 451: 46.65 seconds
Article 452: 42.99 seconds
Article 453: 59.02 seconds
Article 454: 53.06 seconds
Article 455: 44.83 seconds
Article 456: 44.13 seconds
Article 457: 58.73 seconds
Article 458: 65.08 seconds
Article 459: 64.76 seconds
Article 460: 40.26 seconds
Article 461: 40.65 seconds
Article 462: 35.34 seconds
Article 463: 59.89 seconds
Article 464: 16.58 seconds
Article 465: 43.28 seconds
Article 466: 63.82 seconds
Article 467: 43.56 seconds
Article 468: 44.17 seconds
Article 469: 51.66 seconds
Article 470: 40.71 seconds
Article 471: 55.38 seconds
Article 472: 57.75 seconds
Article 473: 66.89 seconds
Article 474: 49.19 seconds
Article 475: 55.79 seconds
Article 476: 48.30 seconds
Article 477: 62.01 seconds
Article 478: 41.74 seconds
Article 479: 75.26 seconds
Article 480: 86.66 seconds
Article 481: 64.86 seconds
Article 482: 41.06 seconds
Article 483: 59.57 seconds
Article 484: 33.60 seconds
Article 485: 56.80 seconds
Article 486: 48.19 seconds
Article 487: 80.22 seconds
Article 488: 53.64 seconds
Article 489: 58.38 seconds
Article 490: 63.62 seconds
Article 491: 54.14 seconds
Article 492: 51.35 seconds
Article 493: 51.24 seconds
Article 494: 43.58 seconds
Article 495: 63.20 seconds
Article 496: 55.70 seconds
Article 497: 44.35 seconds
Article 498: 59.39 seconds
Article 499: 80.41 seconds
Article 500: 48.90 seconds
Article 501: 45.22 seconds
Article 502: 49.18 seconds
Article 503: 53.15 seconds
Article 504: 47.50 seconds
Article 505: 61.99 seconds
Article 506: 58.75 seconds
Article 507: 55.70 seconds
Article 508: 64.11 seconds
Article 509: 77.01 seconds
Article 510: 52.54 seconds
Article 511: 50.92 seconds
Article 512: 29.34 seconds
Article 513: 54.47 seconds
Article 514: 58.08 seconds
Article 515: 47.45 seconds
Article 516: 69.73 seconds
Article 517: 50.60 seconds
Article 518: 60.00 seconds
Article 519: 27.59 seconds
Article 520: 73.10 seconds
Article 521: 42.89 seconds
Article 522: 61.13 seconds
Article 523: 40.94 seconds
Article 524: 31.77 seconds
Article 525: 45.61 seconds
Article 526: 58.12 seconds
Article 527: 36.79 seconds
Article 528: 69.82 seconds
Article 529: 52.31 seconds
Article 530: 55.52 seconds
Article 531: 49.38 seconds
Article 532: 64.56 seconds
Article 533: 53.68 seconds
Article 534: 54.34 seconds
Article 535: 39.99 seconds
Article 536: 43.55 seconds
Article 537: 47.97 seconds
Article 538: 42.39 seconds
Article 539: 42.62 seconds
Article 540: 71.66 seconds
Article 541: 42.31 seconds
Article 542: 54.75 seconds
Article 543: 64.11 seconds
Article 544: 49.81 seconds
Article 545: 66.26 seconds
Article 546: 36.93 seconds
Article 547: 59.73 seconds
Article 548: 43.99 seconds
Article 549: 56.61 seconds
Article 550: 51.66 seconds
Article 551: 74.61 seconds
Article 552: 41.82 seconds
Article 553: 44.59 seconds
Article 554: 62.98 seconds
Article 555: 52.84 seconds
Article 556: 72.06 seconds
Article 557: 47.10 seconds
Article 558: 49.04 seconds
Article 559: 41.67 seconds
Article 560: 43.90 seconds
Article 561: 57.36 seconds
Article 562: 33.26 seconds
Article 563: 38.76 seconds
Article 564: 52.50 seconds
Article 565: 63.29 seconds
Article 566: 62.14 seconds
Article 567: 51.25 seconds
Article 568: 35.99 seconds
Article 569: 64.80 seconds
Article 570: 47.77 seconds
Article 571: 50.90 seconds
Article 572: 76.99 seconds
Article 573: 60.99 seconds
Article 574: 65.17 seconds
Article 575: 46.53 seconds
Article 576: 44.38 seconds
Article 577: 59.00 seconds
Article 578: 51.80 seconds
Article 579: 35.07 seconds
Article 580: 40.37 seconds
Article 581: 67.41 seconds
Article 582: 68.91 seconds
Article 583: 80.35 seconds
Article 584: 52.37 seconds
Article 585: 42.25 seconds
Article 586: 56.58 seconds
Article 587: 46.75 seconds
Article 588: 56.65 seconds
Article 589: 45.89 seconds
Article 590: 57.34 seconds
Article 591: 64.54 seconds
Article 592: 48.37 seconds
Article 593: 50.33 seconds
Article 594: 39.51 seconds
Article 595: 54.43 seconds
Article 596: 59.00 seconds
Article 597: 43.28 seconds
Article 598: 48.07 seconds
Article 599: 56.51 seconds
Article 600: 34.63 seconds
Article 601: 20.36 seconds
Article 602: 52.28 seconds
Article 603: 37.97 seconds
Article 604: 47.72 seconds
Article 605: 41.35 seconds
Article 606: 53.83 seconds
Article 607: 56.92 seconds
Article 608: 51.35 seconds
Article 609: 66.26 seconds
Article 610: 64.98 seconds
Article 611: 55.28 seconds
Article 612: 36.81 seconds
Article 613: 63.27 seconds
Article 614: 64.93 seconds
Article 615: 31.43 seconds
Article 616: 44.75 seconds
Article 617: 64.43 seconds
Article 618: 64.33 seconds
Article 619: 57.94 seconds
Article 620: 68.95 seconds
Article 621: 65.58 seconds
Article 622: 50.18 seconds
Article 623: 54.13 seconds
Article 624: 59.20 seconds
Article 625: 81.14 seconds
Article 626: 40.06 seconds
Article 627: 60.16 seconds
Article 628: 41.03 seconds
Article 629: 74.80 seconds
Article 630: 45.34 seconds
Article 631: 56.76 seconds
Article 632: 63.34 seconds
Article 633: 68.58 seconds
Article 634: 51.20 seconds
Article 635: 55.27 seconds
Article 636: 67.25 seconds
Article 637: 74.07 seconds
Article 638: 58.60 seconds
Article 639: 48.77 seconds
Article 640: 76.81 seconds
Article 641: 58.31 seconds
Article 642: 51.31 seconds
Article 643: 33.28 seconds
Article 644: 55.40 seconds
Article 645: 40.96 seconds
Article 646: 60.54 seconds
Article 647: 49.89 seconds
Article 648: 50.72 seconds
Article 649: 62.01 seconds
Article 650: 52.35 seconds
Article 651: 57.27 seconds
Article 652: 67.70 seconds
Article 653: 49.59 seconds
Article 654: 58.31 seconds
Article 655: 57.58 seconds
Article 656: 63.12 seconds
Article 657: 58.64 seconds
Article 658: 49.63 seconds
Article 659: 58.99 seconds
Article 660: 60.02 seconds
Article 661: 25.71 seconds
Article 662: 54.90 seconds
Article 663: 66.48 seconds
Article 664: 61.39 seconds
Article 665: 65.31 seconds
Article 666: 51.33 seconds
Article 667: 50.03 seconds
Article 668: 18.06 seconds
Article 669: 55.64 seconds
Article 670: 53.80 seconds
Article 671: 44.40 seconds
Article 672: 48.91 seconds
Article 673: 50.66 seconds
Article 674: 48.86 seconds
Article 675: 48.52 seconds
Article 676: 50.78 seconds
Article 677: 65.18 seconds
Article 678: 64.51 seconds
Article 679: 67.42 seconds
Article 680: 55.33 seconds
Article 681: 41.09 seconds
Article 682: 34.00 seconds
Article 683: 57.33 seconds
Article 684: 51.14 seconds
Article 685: 55.92 seconds
Article 686: 40.86 seconds
Article 687: 47.72 seconds
Article 688: 53.10 seconds
Article 689: 41.26 seconds
Article 690: 34.74 seconds
Article 691: 46.26 seconds
Article 692: 55.74 seconds
Article 693: 55.53 seconds
Article 694: 55.84 seconds
Article 695: 71.02 seconds
Article 696: 46.26 seconds
Article 697: 58.71 seconds
Article 698: 50.97 seconds
Article 699: 56.49 seconds
Article 700: 37.76 seconds
Article 701: 63.10 seconds
Article 702: 52.19 seconds
Article 703: 33.55 seconds
Article 704: 64.10 seconds
Article 705: 44.12 seconds
Article 706: 51.91 seconds
Article 707: 58.82 seconds
Article 708: 55.75 seconds
Article 709: 35.17 seconds
Article 710: 55.17 seconds
Article 711: 42.35 seconds
Article 712: 49.85 seconds
Article 713: 39.79 seconds
Article 714: 68.45 seconds
Article 715: 55.82 seconds
Article 716: 59.47 seconds
Article 717: 62.87 seconds
Article 718: 60.43 seconds
Article 719: 65.59 seconds
Article 720: 52.09 seconds
Article 721: 71.06 seconds
Article 722: 46.79 seconds
Article 723: 67.76 seconds
Article 724: 51.98 seconds
Article 725: 54.12 seconds
Article 726: 48.55 seconds
Article 727: 68.82 seconds
Article 728: 41.77 seconds
Article 729: 25.58 seconds
Article 730: 28.34 seconds
Article 731: 52.34 seconds
Article 732: 46.46 seconds
Article 733: 54.16 seconds
Article 734: 53.34 seconds
Article 735: 56.67 seconds
Article 736: 19.49 seconds
Article 737: 50.91 seconds
Article 738: 52.39 seconds
Article 739: 28.96 seconds
Article 740: 69.96 seconds
Article 741: 54.30 seconds
Article 742: 64.40 seconds
Article 743: 64.85 seconds
Article 744: 45.14 seconds
Article 745: 58.68 seconds
Article 746: 55.50 seconds
Article 747: 46.97 seconds
Article 748: 81.14 seconds
Article 749: 36.92 seconds
Article 750: 51.90 seconds
Article 751: 57.12 seconds
Article 752: 47.63 seconds
Article 753: 38.66 seconds
Article 754: 36.72 seconds
Article 755: 49.26 seconds
Article 756: 37.09 seconds
Article 757: 64.48 seconds
Article 758: 45.06 seconds
Article 759: 32.51 seconds
Article 760: 43.78 seconds
Article 761: 51.84 seconds
Article 762: 60.39 seconds
Article 763: 50.84 seconds
Article 764: 43.79 seconds
Article 765: 52.20 seconds
Article 766: 46.00 seconds
Article 767: 55.07 seconds
Article 768: 49.25 seconds
Article 769: 68.58 seconds
Article 770: 59.84 seconds
Article 771: 58.91 seconds
Article 772: 50.10 seconds
Article 773: 42.87 seconds
Article 774: 43.12 seconds
Article 775: 54.59 seconds
Article 776: 49.42 seconds
Article 777: 62.93 seconds
Article 778: 31.65 seconds
Article 779: 58.66 seconds
Article 780: 67.03 seconds
Article 781: 37.09 seconds
Article 782: 53.54 seconds
Article 783: 42.19 seconds
Article 784: 50.10 seconds
Article 785: 41.48 seconds
Article 786: 43.50 seconds
Article 787: 50.35 seconds
Article 788: 50.74 seconds
Article 789: 43.01 seconds
Article 790: 43.46 seconds
Article 791: 56.71 seconds
Article 792: 47.14 seconds
Article 793: 45.27 seconds
Article 794: 57.87 seconds
Article 795: 62.68 seconds
Article 796: 40.53 seconds
Article 797: 46.06 seconds
Article 798: 61.58 seconds
Article 799: 51.66 seconds
Article 800: 55.75 seconds
Article 801: 45.72 seconds
Article 802: 47.97 seconds
Article 803: 62.73 seconds
Article 804: 63.99 seconds
Article 805: 61.27 seconds
Article 806: 67.44 seconds
Article 807: 55.69 seconds
Article 808: 50.13 seconds
Article 809: 35.90 seconds
Article 810: 58.95 seconds
Article 811: 44.07 seconds
Article 812: 66.24 seconds
Article 813: 50.36 seconds
Article 814: 61.59 seconds
Article 815: 49.12 seconds
Article 816: 49.39 seconds
Article 817: 35.30 seconds
Article 818: 46.98 seconds
Article 819: 47.82 seconds
Article 820: 57.70 seconds
Article 821: 34.43 seconds
Article 822: 50.91 seconds
Article 823: 47.19 seconds
Article 824: 27.36 seconds
Article 825: 50.08 seconds
Article 826: 47.37 seconds
Article 827: 46.74 seconds
Article 828: 48.43 seconds
Article 829: 56.45 seconds
Article 830: 44.99 seconds
Article 831: 41.60 seconds
Article 832: 41.92 seconds
Article 833: 58.90 seconds
Article 834: 57.39 seconds
Article 835: 56.78 seconds
Article 836: 64.70 seconds
Article 837: 35.20 seconds
Article 838: 56.17 seconds
Article 839: 49.30 seconds
Article 840: 53.68 seconds
Article 841: 43.76 seconds
Article 842: 42.62 seconds
Article 843: 55.48 seconds
Article 844: 52.99 seconds
Article 845: 51.97 seconds
Article 846: 47.82 seconds
Article 847: 47.32 seconds
Article 848: 62.17 seconds
Article 849: 73.04 seconds
Article 850: 50.36 seconds
Article 851: 57.83 seconds
Article 852: 49.96 seconds
Article 853: 46.77 seconds
Article 854: 50.11 seconds
Article 855: 39.13 seconds
Article 856: 66.58 seconds
Article 857: 42.37 seconds
Article 858: 54.71 seconds
Article 859: 41.41 seconds
Article 860: 50.30 seconds
Article 861: 44.29 seconds
Article 862: 48.80 seconds
Article 863: 54.21 seconds
Article 864: 43.81 seconds
Article 865: 61.96 seconds
Article 866: 35.74 seconds
Article 867: 55.89 seconds
Article 868: 52.61 seconds
Article 869: 31.16 seconds
Article 870: 70.05 seconds
Article 871: 61.68 seconds
Article 872: 63.27 seconds
Article 873: 47.33 seconds
Article 874: 46.70 seconds
Article 875: 60.24 seconds
Article 876: 42.57 seconds
Article 877: 35.65 seconds
Article 878: 67.98 seconds
Article 879: 44.42 seconds
Article 880: 56.28 seconds
Article 881: 50.61 seconds
Article 882: 55.57 seconds
Article 883: 45.29 seconds
Article 884: 68.26 seconds
Article 885: 64.49 seconds
Article 886: 56.46 seconds
Article 887: 39.91 seconds
Article 888: 52.67 seconds
Article 889: 55.72 seconds
Article 890: 52.13 seconds
Article 891: 47.10 seconds
Article 892: 61.53 seconds
Article 893: 42.47 seconds
Article 894: 55.74 seconds
Article 895: 35.31 seconds
Article 896: 68.03 seconds
Article 897: 57.51 seconds
Article 898: 51.77 seconds
Article 899: 65.99 seconds
Article 900: 67.68 seconds
Article 901: 45.76 seconds
Article 902: 61.93 seconds
Article 903: 49.46 seconds
Article 904: 61.54 seconds
Article 905: 52.82 seconds
Article 906: 44.32 seconds
Article 907: 54.14 seconds
Article 908: 41.30 seconds
Article 909: 53.13 seconds
Article 910: 47.42 seconds
Article 911: 62.82 seconds
Article 912: 65.63 seconds
Article 913: 52.56 seconds
Article 914: 46.04 seconds
Article 915: 59.07 seconds
Article 916: 62.25 seconds
Article 917: 50.77 seconds
Article 918: 51.61 seconds
Article 919: 43.00 seconds
Article 920: 51.96 seconds
Article 921: 40.07 seconds
Article 922: 74.87 seconds
Article 923: 73.73 seconds
Article 924: 46.42 seconds
Article 925: 56.87 seconds
Article 926: 51.51 seconds
Article 927: 35.59 seconds
Article 928: 54.86 seconds
Article 929: 60.92 seconds
Article 930: 61.96 seconds
Article 931: 54.91 seconds
Article 932: 33.78 seconds
Article 933: 51.64 seconds
Article 934: 62.49 seconds
Article 935: 51.62 seconds
Article 936: 63.31 seconds
Article 937: 45.33 seconds
Article 938: 70.05 seconds
Article 939: 41.97 seconds
Article 940: 57.61 seconds
Article 941: 63.93 seconds
Article 942: 52.40 seconds
Article 943: 55.99 seconds
Article 944: 51.26 seconds
Article 945: 54.20 seconds
Article 946: 59.41 seconds
Article 947: 37.70 seconds
Article 948: 45.63 seconds
Article 949: 65.98 seconds
Article 950: 40.78 seconds
Article 951: 49.19 seconds
Article 952: 51.62 seconds
Article 953: 37.53 seconds
Article 954: 49.64 seconds
Article 955: 35.42 seconds
Article 956: 56.63 seconds
Article 957: 48.76 seconds
Article 958: 44.88 seconds
Article 959: 41.33 seconds
Article 960: 60.86 seconds
Article 961: 47.46 seconds
Article 962: 59.16 seconds
Article 963: 39.09 seconds
Article 964: 65.02 seconds
Article 965: 58.38 seconds
Article 966: 56.32 seconds
Article 967: 56.41 seconds
Article 968: 50.63 seconds
Article 969: 61.64 seconds
Article 970: 50.10 seconds
Article 971: 52.61 seconds
Article 972: 59.99 seconds
Article 973: 65.02 seconds
Article 974: 41.26 seconds
Article 975: 41.66 seconds
Article 976: 68.90 seconds
Article 977: 66.41 seconds
Article 978: 62.66 seconds
Article 979: 44.48 seconds
Article 980: 56.55 seconds
Article 981: 52.70 seconds
Article 982: 54.59 seconds
Article 983: 59.15 seconds
Article 984: 55.16 seconds
Article 985: 44.54 seconds
Article 986: 36.02 seconds
Article 987: 82.91 seconds
Article 988: 43.29 seconds
