Model: llama2:70b-chat
Dataset: ArXiv.json
Temperature: 0.1
Total inference time: 300810.28 seconds
Average inference time per article: 150.4 seconds
Inference times per article:
Article 80: 164.48 seconds
Article 81: 178.37 seconds
Article 82: 159.33 seconds
Article 83: 147.36 seconds
Article 84: 148.39 seconds
Article 85: 151.64 seconds
Article 86: 129.71 seconds
Article 87: 153.07 seconds
Article 88: 161.99 seconds
Article 89: 153.98 seconds
Article 90: 153.90 seconds
Article 91: 159.51 seconds
Article 92: 139.28 seconds
Article 93: 165.31 seconds
Article 94: 137.92 seconds
Article 95: 137.80 seconds
Article 96: 148.87 seconds
Article 97: 141.91 seconds
Article 98: 145.99 seconds
Article 99: 143.79 seconds
Article 100: 156.67 seconds
Article 101: 153.23 seconds
Article 102: 161.90 seconds
Article 103: 164.99 seconds
Article 104: 146.01 seconds
Article 105: 169.80 seconds
Article 106: 130.73 seconds
Article 107: 144.81 seconds
Article 108: 163.04 seconds
Article 109: 138.08 seconds
Article 110: 153.99 seconds
Article 111: 158.74 seconds
Article 112: 132.29 seconds
Article 113: 154.16 seconds
Article 114: 176.32 seconds
Article 115: 155.31 seconds
Article 116: 143.21 seconds
Article 117: 161.10 seconds
Article 118: 154.25 seconds
Article 119: 144.79 seconds
Article 120: 143.91 seconds
Article 121: 150.61 seconds
Article 122: 152.64 seconds
Article 123: 128.30 seconds
Article 124: 141.70 seconds
Article 125: 140.93 seconds
Article 126: 159.42 seconds
Article 127: 149.50 seconds
Article 128: 155.59 seconds
Article 129: 152.43 seconds
Article 130: 136.20 seconds
Article 131: 149.36 seconds
Article 132: 155.26 seconds
Article 133: 156.07 seconds
Article 134: 159.25 seconds
Article 135: 152.78 seconds
Article 136: 141.40 seconds
Article 137: 149.05 seconds
Article 138: 144.94 seconds
Article 139: 148.03 seconds
Article 140: 147.39 seconds
Article 141: 150.14 seconds
Article 142: 152.09 seconds
Article 143: 140.46 seconds
Article 144: 151.73 seconds
Article 145: 142.40 seconds
Article 146: 144.37 seconds
Article 147: 138.62 seconds
Article 148: 138.85 seconds
Article 149: 153.82 seconds
Article 150: 148.43 seconds
Article 151: 141.27 seconds
Article 152: 146.17 seconds
Article 153: 153.63 seconds
Article 154: 167.82 seconds
Article 155: 148.05 seconds
Article 156: 146.18 seconds
Article 157: 146.69 seconds
Article 158: 158.74 seconds
Article 159: 148.04 seconds
Article 160: 164.67 seconds
Article 161: 154.42 seconds
Article 162: 152.13 seconds
Article 163: 144.15 seconds
Article 164: 147.90 seconds
Article 165: 147.84 seconds
Article 166: 160.58 seconds
Article 167: 146.47 seconds
Article 168: 133.93 seconds
Article 169: 160.01 seconds
Article 170: 131.69 seconds
Article 171: 150.66 seconds
Article 172: 147.08 seconds
Article 173: 131.92 seconds
Article 174: 149.27 seconds
Article 175: 156.97 seconds
Article 176: 144.58 seconds
Article 177: 166.85 seconds
Article 178: 158.04 seconds
Article 179: 154.84 seconds
Article 180: 156.33 seconds
Article 181: 144.13 seconds
Article 182: 153.27 seconds
Article 183: 153.01 seconds
Article 184: 152.05 seconds
Article 185: 120.44 seconds
Article 186: 143.44 seconds
Article 187: 153.39 seconds
Article 188: 155.28 seconds
Article 189: 146.83 seconds
Article 190: 145.26 seconds
Article 191: 137.09 seconds
Article 192: 162.65 seconds
Article 193: 139.36 seconds
Article 194: 144.75 seconds
Article 195: 161.27 seconds
Article 196: 138.60 seconds
Article 197: 149.86 seconds
Article 198: 152.99 seconds
Article 199: 144.15 seconds
Article 200: 153.34 seconds
Article 201: 163.12 seconds
Article 202: 157.70 seconds
Article 203: 153.45 seconds
Article 204: 141.80 seconds
Article 205: 153.00 seconds
Article 206: 157.29 seconds
Article 207: 150.23 seconds
Article 208: 143.76 seconds
Article 209: 156.87 seconds
Article 210: 165.32 seconds
Article 211: 169.39 seconds
Article 212: 154.44 seconds
Article 213: 154.87 seconds
Article 214: 148.01 seconds
Article 215: 146.28 seconds
Article 216: 146.49 seconds
Article 217: 142.64 seconds
Article 218: 144.54 seconds
Article 219: 146.74 seconds
Article 220: 139.53 seconds
Article 221: 155.04 seconds
Article 222: 151.62 seconds
Article 223: 137.75 seconds
Article 224: 145.62 seconds
Article 225: 171.81 seconds
Article 226: 150.83 seconds
Article 227: 150.53 seconds
Article 228: 157.64 seconds
Article 229: 162.70 seconds
Article 230: 133.50 seconds
Article 231: 148.66 seconds
Article 232: 143.39 seconds
Article 233: 160.64 seconds
Article 234: 166.31 seconds
Article 235: 142.24 seconds
Article 236: 158.98 seconds
Article 237: 153.15 seconds
Article 238: 125.16 seconds
Article 239: 152.62 seconds
Article 240: 137.11 seconds
Article 241: 150.90 seconds
Article 242: 160.75 seconds
Article 243: 144.90 seconds
Article 244: 143.03 seconds
Article 245: 135.55 seconds
Article 246: 131.58 seconds
Article 247: 150.45 seconds
Article 248: 134.17 seconds
Article 249: 145.90 seconds
Article 250: 156.45 seconds
Article 251: 91.63 seconds
Article 252: 152.06 seconds
Article 253: 139.59 seconds
Article 254: 137.89 seconds
Article 255: 162.51 seconds
Article 256: 154.81 seconds
Article 257: 158.20 seconds
Article 258: 154.35 seconds
Article 259: 142.60 seconds
Article 260: 143.17 seconds
Article 261: 148.46 seconds
Article 262: 162.23 seconds
Article 263: 146.48 seconds
Article 264: 137.52 seconds
Article 265: 162.33 seconds
Article 266: 157.72 seconds
Article 267: 144.93 seconds
Article 268: 161.42 seconds
Article 269: 150.14 seconds
Article 270: 147.25 seconds
Article 271: 131.77 seconds
Article 272: 150.38 seconds
Article 273: 154.20 seconds
Article 274: 147.53 seconds
Article 275: 168.64 seconds
Article 276: 144.31 seconds
Article 277: 153.54 seconds
Article 278: 143.96 seconds
Article 279: 147.87 seconds
Article 280: 141.71 seconds
Article 281: 142.06 seconds
Article 282: 156.73 seconds
Article 283: 150.24 seconds
Article 284: 161.84 seconds
Article 285: 149.77 seconds
Article 286: 145.87 seconds
Article 287: 151.99 seconds
Article 288: 156.32 seconds
Article 289: 152.90 seconds
Article 290: 135.04 seconds
Article 291: 142.78 seconds
Article 292: 153.25 seconds
Article 293: 146.59 seconds
Article 294: 152.80 seconds
Article 295: 157.72 seconds
Article 296: 159.78 seconds
Article 297: 146.32 seconds
Article 298: 147.87 seconds
Article 299: 158.66 seconds
Article 300: 154.10 seconds
Article 301: 131.50 seconds
Article 302: 165.16 seconds
Article 303: 154.58 seconds
Article 304: 155.36 seconds
Article 305: 137.56 seconds
Article 306: 138.89 seconds
Article 307: 170.19 seconds
Article 308: 131.91 seconds
Article 309: 138.68 seconds
Article 310: 153.03 seconds
Article 311: 158.41 seconds
Article 312: 146.83 seconds
Article 313: 162.18 seconds
Article 314: 128.28 seconds
Article 315: 155.30 seconds
Article 316: 146.30 seconds
Article 317: 151.07 seconds
Article 318: 150.44 seconds
Article 319: 141.79 seconds
Article 320: 142.06 seconds
Article 321: 150.15 seconds
Article 322: 155.54 seconds
Article 323: 139.82 seconds
Article 324: 156.45 seconds
Article 325: 138.44 seconds
Article 326: 158.08 seconds
Article 327: 152.76 seconds
Article 328: 142.50 seconds
Article 329: 164.35 seconds
Article 330: 155.61 seconds
Article 331: 145.19 seconds
Article 332: 150.15 seconds
Article 333: 145.19 seconds
Article 334: 154.14 seconds
Article 335: 157.79 seconds
Article 336: 169.96 seconds
Article 337: 154.56 seconds
Article 338: 158.13 seconds
Article 339: 152.55 seconds
Article 340: 152.90 seconds
Article 341: 144.92 seconds
Article 342: 146.29 seconds
Article 343: 128.06 seconds
Article 344: 155.57 seconds
Article 345: 151.02 seconds
Article 346: 151.36 seconds
Article 347: 141.69 seconds
Article 348: 155.35 seconds
Article 349: 149.37 seconds
Article 350: 143.01 seconds
Article 351: 159.74 seconds
Article 352: 160.67 seconds
Article 353: 143.63 seconds
Article 354: 157.62 seconds
Article 355: 162.13 seconds
Article 356: 153.07 seconds
Article 357: 139.43 seconds
Article 358: 124.44 seconds
Article 359: 156.21 seconds
Article 360: 160.84 seconds
Article 361: 155.71 seconds
Article 362: 152.91 seconds
Article 363: 137.17 seconds
Article 364: 144.11 seconds
Article 365: 154.94 seconds
Article 366: 145.67 seconds
Article 367: 139.03 seconds
Article 368: 157.96 seconds
Article 369: 149.45 seconds
Article 370: 146.16 seconds
Article 371: 153.99 seconds
Article 372: 138.53 seconds
Article 373: 153.48 seconds
Article 374: 143.35 seconds
Article 375: 156.72 seconds
Article 376: 146.64 seconds
Article 377: 174.78 seconds
Article 378: 139.40 seconds
Article 379: 137.15 seconds
Article 380: 152.32 seconds
Article 381: 142.34 seconds
Article 382: 135.23 seconds
Article 383: 152.10 seconds
Article 384: 141.20 seconds
Article 385: 139.35 seconds
Article 386: 137.41 seconds
Article 387: 164.55 seconds
Article 388: 148.14 seconds
Article 389: 151.85 seconds
Article 390: 134.40 seconds
Article 391: 156.59 seconds
Article 392: 146.76 seconds
Article 393: 158.64 seconds
Article 394: 147.16 seconds
Article 395: 153.73 seconds
Article 396: 150.58 seconds
Article 397: 154.60 seconds
Article 398: 136.73 seconds
Article 399: 120.68 seconds
Article 400: 126.30 seconds
Article 401: 149.86 seconds
Article 402: 144.35 seconds
Article 403: 133.26 seconds
Article 404: 161.38 seconds
Article 405: 139.18 seconds
Article 406: 142.77 seconds
Article 407: 155.66 seconds
Article 408: 153.19 seconds
Article 409: 166.85 seconds
Article 410: 156.41 seconds
Article 411: 166.27 seconds
Article 412: 144.32 seconds
Article 413: 173.05 seconds
Article 414: 149.22 seconds
Article 415: 134.28 seconds
Article 416: 149.63 seconds
Article 417: 145.87 seconds
Article 418: 162.23 seconds
Article 419: 147.50 seconds
Article 420: 147.21 seconds
Article 421: 160.91 seconds
Article 422: 163.44 seconds
Article 423: 128.26 seconds
Article 424: 140.31 seconds
Article 425: 157.11 seconds
Article 426: 150.59 seconds
Article 427: 140.00 seconds
Article 428: 134.86 seconds
Article 429: 154.81 seconds
Article 430: 128.28 seconds
Article 431: 168.05 seconds
Article 432: 151.27 seconds
Article 433: 148.67 seconds
Article 434: 162.20 seconds
Article 435: 154.52 seconds
Article 436: 157.65 seconds
Article 437: 144.47 seconds
Article 438: 146.62 seconds
Article 439: 147.15 seconds
Article 440: 154.79 seconds
Article 441: 140.82 seconds
Article 442: 135.23 seconds
Article 443: 172.42 seconds
Article 444: 147.33 seconds
Article 445: 155.81 seconds
Article 446: 143.12 seconds
Article 447: 156.45 seconds
Article 448: 137.61 seconds
Article 449: 156.64 seconds
Article 450: 159.55 seconds
Article 451: 148.26 seconds
Article 452: 147.48 seconds
Article 453: 156.81 seconds
Article 454: 133.21 seconds
Article 455: 153.37 seconds
Article 456: 156.60 seconds
Article 457: 155.01 seconds
Article 458: 154.31 seconds
Article 459: 147.95 seconds
Article 460: 147.66 seconds
Article 461: 146.59 seconds
Article 462: 149.38 seconds
Article 463: 131.93 seconds
Article 464: 151.34 seconds
Article 465: 149.34 seconds
Article 466: 155.11 seconds
Article 467: 153.01 seconds
Article 468: 157.02 seconds
Article 469: 143.99 seconds
Article 470: 114.40 seconds
Article 471: 182.10 seconds
Article 472: 147.96 seconds
Article 473: 137.63 seconds
Article 474: 138.43 seconds
Article 475: 154.40 seconds
Article 476: 150.96 seconds
Article 477: 166.40 seconds
Article 478: 170.37 seconds
Article 479: 173.83 seconds
Article 480: 146.66 seconds
Article 481: 153.64 seconds
Article 482: 146.75 seconds
Article 483: 155.15 seconds
Article 484: 144.46 seconds
Article 485: 141.59 seconds
Article 486: 161.94 seconds
Article 487: 158.33 seconds
Article 488: 145.20 seconds
Article 489: 141.35 seconds
Article 490: 143.51 seconds
Article 491: 152.37 seconds
Article 492: 158.17 seconds
Article 493: 147.94 seconds
Article 494: 151.96 seconds
Article 495: 133.60 seconds
Article 496: 159.02 seconds
Article 497: 155.30 seconds
Article 498: 175.64 seconds
Article 499: 149.30 seconds
Article 500: 158.22 seconds
Article 501: 156.88 seconds
Article 502: 152.44 seconds
Article 503: 151.25 seconds
Article 504: 145.22 seconds
Article 505: 152.48 seconds
Article 506: 147.99 seconds
Article 507: 153.26 seconds
Article 508: 147.93 seconds
Article 509: 144.96 seconds
Article 510: 135.20 seconds
Article 511: 161.93 seconds
Article 512: 167.74 seconds
Article 513: 155.80 seconds
Article 514: 149.58 seconds
Article 515: 137.73 seconds
Article 516: 146.75 seconds
Article 517: 149.10 seconds
Article 518: 130.85 seconds
Article 519: 145.95 seconds
Article 520: 146.37 seconds
Article 521: 151.40 seconds
Article 522: 160.12 seconds
Article 523: 171.07 seconds
Article 524: 149.03 seconds
Article 525: 138.25 seconds
Article 526: 148.40 seconds
Article 527: 157.71 seconds
Article 528: 154.70 seconds
Article 529: 148.64 seconds
Article 530: 149.14 seconds
Article 531: 147.69 seconds
Article 532: 152.79 seconds
Article 533: 163.25 seconds
Article 534: 160.86 seconds
Article 535: 155.19 seconds
Article 536: 179.02 seconds
Article 537: 144.82 seconds
Article 538: 148.01 seconds
Article 539: 164.32 seconds
Article 540: 146.87 seconds
Article 541: 138.78 seconds
Article 542: 158.86 seconds
Article 543: 134.34 seconds
Article 544: 142.05 seconds
Article 545: 160.25 seconds
Article 546: 139.28 seconds
Article 547: 152.41 seconds
Article 548: 155.68 seconds
Article 549: 139.26 seconds
Article 550: 151.91 seconds
Article 551: 139.98 seconds
Article 552: 134.18 seconds
Article 553: 155.03 seconds
Article 554: 152.02 seconds
Article 555: 158.83 seconds
Article 556: 138.70 seconds
Article 557: 159.12 seconds
Article 558: 169.39 seconds
Article 559: 143.93 seconds
Article 560: 157.51 seconds
Article 561: 146.92 seconds
Article 562: 151.55 seconds
Article 563: 153.40 seconds
Article 564: 145.32 seconds
Article 565: 145.43 seconds
Article 566: 136.89 seconds
Article 567: 152.55 seconds
Article 568: 159.13 seconds
Article 569: 144.36 seconds
Article 570: 154.29 seconds
Article 571: 145.60 seconds
Article 572: 154.86 seconds
Article 573: 143.81 seconds
Article 574: 163.39 seconds
Article 575: 147.81 seconds
Article 576: 144.85 seconds
Article 577: 141.18 seconds
Article 578: 163.15 seconds
Article 579: 149.64 seconds
Article 580: 146.88 seconds
Article 581: 165.74 seconds
Article 582: 143.46 seconds
Article 583: 160.36 seconds
Article 584: 161.05 seconds
Article 585: 154.54 seconds
Article 586: 162.57 seconds
Article 587: 150.31 seconds
Article 588: 160.37 seconds
Article 589: 143.00 seconds
Article 590: 145.53 seconds
Article 591: 166.21 seconds
Article 592: 162.12 seconds
Article 593: 158.81 seconds
Article 594: 131.79 seconds
Article 595: 145.07 seconds
Article 596: 152.88 seconds
Article 597: 136.91 seconds
Article 598: 151.44 seconds
Article 599: 128.58 seconds
Article 600: 141.04 seconds
Article 601: 159.21 seconds
Article 602: 157.53 seconds
Article 603: 146.72 seconds
Article 604: 149.44 seconds
Article 605: 153.81 seconds
Article 606: 162.18 seconds
Article 607: 160.21 seconds
Article 608: 153.09 seconds
Article 609: 150.89 seconds
Article 610: 163.62 seconds
Article 611: 154.49 seconds
Article 612: 157.61 seconds
Article 613: 144.58 seconds
Article 614: 136.94 seconds
Article 615: 159.93 seconds
Article 616: 160.40 seconds
Article 617: 143.85 seconds
Article 618: 152.82 seconds
Article 619: 149.21 seconds
Article 620: 152.84 seconds
Article 621: 159.69 seconds
Article 622: 148.73 seconds
Article 623: 158.94 seconds
Article 624: 138.67 seconds
Article 625: 142.04 seconds
Article 626: 140.71 seconds
Article 627: 149.74 seconds
Article 628: 148.90 seconds
Article 629: 178.17 seconds
Article 630: 146.67 seconds
Article 631: 146.63 seconds
Article 632: 156.80 seconds
Article 633: 144.14 seconds
Article 634: 143.65 seconds
Article 635: 139.18 seconds
Article 636: 155.94 seconds
Article 637: 148.67 seconds
Article 638: 133.88 seconds
Article 639: 160.32 seconds
Article 640: 131.62 seconds
Article 641: 132.21 seconds
Article 642: 146.19 seconds
Article 643: 131.40 seconds
Article 644: 142.55 seconds
Article 645: 146.24 seconds
Article 646: 155.45 seconds
Article 647: 150.03 seconds
Article 648: 150.95 seconds
Article 649: 141.76 seconds
Article 650: 152.43 seconds
Article 651: 144.53 seconds
Article 652: 141.44 seconds
Article 653: 142.35 seconds
Article 654: 135.65 seconds
Article 655: 153.07 seconds
Article 656: 159.99 seconds
Article 657: 137.48 seconds
Article 658: 170.33 seconds
Article 659: 144.43 seconds
Article 660: 145.48 seconds
Article 661: 144.32 seconds
Article 662: 133.22 seconds
Article 663: 163.47 seconds
Article 664: 153.54 seconds
Article 665: 154.69 seconds
Article 666: 156.60 seconds
Article 667: 157.57 seconds
Article 668: 154.54 seconds
Article 669: 146.62 seconds
Article 670: 163.82 seconds
Article 671: 140.97 seconds
Article 672: 147.12 seconds
Article 673: 151.58 seconds
Article 674: 150.40 seconds
Article 675: 146.78 seconds
Article 676: 142.44 seconds
Article 677: 151.43 seconds
Article 678: 145.19 seconds
Article 679: 152.73 seconds
Article 680: 138.87 seconds
Article 681: 155.64 seconds
Article 682: 145.89 seconds
Article 683: 149.75 seconds
Article 684: 158.35 seconds
Article 685: 126.20 seconds
Article 686: 155.02 seconds
Article 687: 154.12 seconds
Article 688: 142.85 seconds
Article 689: 134.02 seconds
Article 690: 130.34 seconds
Article 691: 152.60 seconds
Article 692: 155.59 seconds
Article 693: 151.03 seconds
Article 694: 155.73 seconds
Article 695: 145.87 seconds
Article 696: 143.82 seconds
Article 697: 161.65 seconds
Article 698: 165.08 seconds
Article 699: 143.81 seconds
Article 700: 166.44 seconds
Article 701: 153.16 seconds
Article 702: 149.08 seconds
Article 703: 161.75 seconds
Article 704: 146.65 seconds
Article 705: 150.61 seconds
Article 706: 173.81 seconds
Article 707: 134.85 seconds
Article 708: 136.74 seconds
Article 709: 156.68 seconds
Article 710: 145.21 seconds
Article 711: 144.48 seconds
Article 712: 140.00 seconds
Article 713: 156.92 seconds
Article 714: 136.27 seconds
Article 715: 165.57 seconds
Article 716: 173.42 seconds
Article 717: 140.80 seconds
Article 718: 141.47 seconds
Article 719: 134.25 seconds
Article 720: 174.44 seconds
Article 721: 156.47 seconds
Article 722: 156.41 seconds
Article 723: 142.07 seconds
Article 724: 161.89 seconds
Article 725: 143.67 seconds
Article 726: 162.04 seconds
Article 727: 156.39 seconds
Article 728: 146.16 seconds
Article 729: 151.76 seconds
Article 730: 138.72 seconds
Article 731: 147.95 seconds
Article 732: 135.18 seconds
Article 733: 156.44 seconds
Article 734: 128.89 seconds
Article 735: 145.76 seconds
Article 736: 152.56 seconds
Article 737: 158.96 seconds
Article 738: 163.77 seconds
Article 739: 142.48 seconds
Article 740: 162.44 seconds
Article 741: 148.39 seconds
Article 742: 157.56 seconds
Article 743: 157.71 seconds
Article 744: 150.65 seconds
Article 745: 141.67 seconds
Article 746: 158.89 seconds
Article 747: 151.41 seconds
Article 748: 164.84 seconds
Article 749: 163.29 seconds
Article 750: 155.37 seconds
Article 751: 149.84 seconds
Article 752: 155.28 seconds
Article 753: 146.97 seconds
Article 754: 148.20 seconds
Article 755: 147.28 seconds
Article 756: 144.97 seconds
Article 757: 141.97 seconds
Article 758: 161.39 seconds
Article 759: 140.79 seconds
Article 760: 140.03 seconds
Article 761: 158.72 seconds
Article 762: 149.07 seconds
Article 763: 146.26 seconds
Article 764: 170.85 seconds
Article 765: 161.52 seconds
Article 766: 147.20 seconds
Article 767: 131.90 seconds
Article 768: 150.96 seconds
Article 769: 154.78 seconds
Article 770: 145.52 seconds
Article 771: 144.48 seconds
Article 772: 160.32 seconds
Article 773: 160.87 seconds
Article 774: 142.99 seconds
Article 775: 169.32 seconds
Article 776: 147.54 seconds
Article 777: 145.13 seconds
Article 778: 144.24 seconds
Article 779: 142.32 seconds
Article 780: 126.87 seconds
Article 781: 152.44 seconds
Article 782: 148.55 seconds
Article 783: 157.87 seconds
Article 784: 143.05 seconds
Article 785: 143.78 seconds
Article 786: 150.64 seconds
Article 787: 154.42 seconds
Article 788: 158.19 seconds
Article 789: 141.38 seconds
Article 790: 155.59 seconds
Article 791: 148.00 seconds
Article 792: 148.28 seconds
Article 793: 152.34 seconds
Article 794: 143.70 seconds
Article 795: 159.40 seconds
Article 796: 157.49 seconds
Article 797: 142.34 seconds
Article 798: 169.92 seconds
Article 799: 138.82 seconds
Article 800: 139.03 seconds
Article 801: 150.75 seconds
Article 802: 149.67 seconds
Article 803: 150.14 seconds
Article 804: 133.44 seconds
Article 805: 143.89 seconds
Article 806: 152.43 seconds
Article 807: 156.86 seconds
Article 808: 160.49 seconds
Article 809: 155.00 seconds
Article 810: 138.40 seconds
Article 811: 142.06 seconds
Article 812: 149.41 seconds
Article 813: 124.60 seconds
Article 814: 149.04 seconds
Article 815: 144.74 seconds
Article 816: 144.04 seconds
Article 817: 129.00 seconds
Article 818: 152.49 seconds
Article 819: 134.50 seconds
Article 820: 131.38 seconds
Article 821: 165.44 seconds
Article 822: 170.99 seconds
Article 823: 148.03 seconds
Article 824: 148.08 seconds
Article 825: 152.68 seconds
Article 826: 143.84 seconds
Article 827: 131.21 seconds
Article 828: 158.13 seconds
Article 829: 151.45 seconds
Article 830: 151.16 seconds
Article 831: 142.72 seconds
Article 832: 150.67 seconds
Article 833: 150.37 seconds
Article 834: 130.25 seconds
Article 835: 145.00 seconds
Article 836: 149.75 seconds
Article 837: 134.83 seconds
Article 838: 166.27 seconds
Article 839: 147.08 seconds
Article 840: 162.80 seconds
Article 841: 152.29 seconds
Article 842: 149.43 seconds
Article 843: 138.66 seconds
Article 844: 157.30 seconds
Article 845: 152.32 seconds
Article 846: 152.81 seconds
Article 847: 153.03 seconds
Article 848: 142.82 seconds
Article 849: 164.36 seconds
Article 850: 159.57 seconds
Article 851: 161.29 seconds
Article 852: 142.13 seconds
Article 853: 141.68 seconds
Article 854: 177.38 seconds
Article 855: 138.11 seconds
Article 856: 130.10 seconds
Article 857: 161.07 seconds
Article 858: 160.05 seconds
Article 859: 132.15 seconds
Article 860: 143.32 seconds
Article 861: 163.99 seconds
Article 862: 160.22 seconds
Article 863: 155.11 seconds
Article 864: 152.53 seconds
Article 865: 137.25 seconds
Article 866: 138.88 seconds
Article 867: 142.21 seconds
Article 868: 145.82 seconds
Article 869: 160.03 seconds
Article 870: 156.56 seconds
Article 871: 151.46 seconds
Article 872: 164.15 seconds
Article 873: 154.46 seconds
Article 874: 153.77 seconds
Article 875: 142.66 seconds
Article 876: 160.23 seconds
Article 877: 157.80 seconds
Article 878: 142.21 seconds
Article 879: 157.45 seconds
Article 880: 155.71 seconds
Article 881: 141.56 seconds
Article 882: 166.74 seconds
Article 883: 162.66 seconds
Article 884: 161.95 seconds
Article 885: 154.47 seconds
Article 886: 155.38 seconds
Article 887: 150.44 seconds
Article 888: 153.39 seconds
Article 889: 148.53 seconds
Article 890: 141.90 seconds
Article 891: 137.82 seconds
Article 892: 149.81 seconds
Article 893: 150.09 seconds
Article 894: 160.84 seconds
Article 895: 154.73 seconds
Article 896: 138.73 seconds
Article 897: 154.48 seconds
Article 898: 149.36 seconds
Article 899: 162.36 seconds
Article 900: 144.29 seconds
Article 901: 143.04 seconds
Article 902: 161.13 seconds
Article 903: 157.37 seconds
Article 904: 149.67 seconds
Article 905: 156.92 seconds
Article 906: 141.99 seconds
Article 907: 164.49 seconds
Article 908: 148.03 seconds
Article 909: 162.65 seconds
Article 910: 149.58 seconds
Article 911: 151.82 seconds
Article 912: 142.11 seconds
Article 913: 145.40 seconds
Article 914: 160.68 seconds
Article 915: 147.10 seconds
Article 916: 139.32 seconds
Article 917: 128.33 seconds
Article 918: 159.06 seconds
Article 919: 147.88 seconds
Article 920: 158.93 seconds
Article 921: 157.12 seconds
Article 922: 141.01 seconds
Article 923: 147.81 seconds
Article 924: 144.85 seconds
Article 925: 151.58 seconds
Article 926: 157.20 seconds
Article 927: 161.93 seconds
Article 928: 151.35 seconds
Article 929: 143.39 seconds
Article 930: 147.97 seconds
Article 931: 155.27 seconds
Article 932: 148.43 seconds
Article 933: 156.39 seconds
Article 934: 127.34 seconds
Article 935: 163.50 seconds
Article 936: 141.06 seconds
Article 937: 174.92 seconds
Article 938: 149.22 seconds
Article 939: 155.09 seconds
Article 940: 149.83 seconds
Article 941: 158.96 seconds
Article 942: 131.93 seconds
Article 943: 158.63 seconds
Article 944: 146.23 seconds
Article 945: 159.04 seconds
Article 946: 137.35 seconds
Article 947: 146.87 seconds
Article 948: 146.03 seconds
Article 949: 156.78 seconds
Article 950: 139.03 seconds
Article 951: 167.32 seconds
Article 952: 159.75 seconds
Article 953: 134.06 seconds
Article 954: 147.13 seconds
Article 955: 146.21 seconds
Article 956: 160.95 seconds
Article 957: 140.21 seconds
Article 958: 159.74 seconds
Article 959: 157.44 seconds
Article 960: 138.08 seconds
Article 961: 148.27 seconds
Article 962: 135.92 seconds
Article 963: 142.99 seconds
Article 964: 145.42 seconds
Article 965: 154.92 seconds
Article 966: 134.54 seconds
Article 967: 154.10 seconds
Article 968: 120.61 seconds
Article 969: 146.76 seconds
Article 970: 142.04 seconds
Article 971: 150.11 seconds
Article 972: 146.00 seconds
Article 973: 170.91 seconds
Article 974: 154.46 seconds
Article 975: 150.48 seconds
Article 976: 160.09 seconds
Article 977: 145.48 seconds
Article 978: 149.26 seconds
Article 979: 156.66 seconds
Article 980: 149.92 seconds
Article 981: 150.90 seconds
Article 982: 145.84 seconds
Article 983: 151.67 seconds
Article 984: 150.03 seconds
Article 985: 147.21 seconds
Article 986: 148.22 seconds
Article 987: 141.21 seconds
Article 988: 141.86 seconds
Article 989: 161.14 seconds
