Model: mistral_7b-instruct.txt
Dataset: NewsRoom.json
Temperature: 0.1
Total inference time: 41481.99 seconds
Average inference time per article: 20.74 seconds
Inference times per article:
Article 327: 21.92 seconds
Article 328: 27.33 seconds
Article 329: 22.18 seconds
Article 330: 15.73 seconds
Article 331: 32.91 seconds
Article 332: 22.45 seconds
Article 333: 31.72 seconds
Article 334: 23.05 seconds
Article 335: 14.68 seconds
Article 336: 3.08 seconds
Article 337: 35.68 seconds
Article 338: 21.23 seconds
Article 339: 25.26 seconds
Article 340: 29.40 seconds
Article 341: 3.08 seconds
Article 342: 18.94 seconds
Article 343: 15.11 seconds
Article 344: 15.25 seconds
Article 345: 22.74 seconds
Article 346: 20.09 seconds
Article 347: 18.44 seconds
Article 348: 30.14 seconds
Article 349: 30.42 seconds
Article 350: 15.09 seconds
Article 351: 25.77 seconds
Article 352: 17.38 seconds
Article 353: 37.19 seconds
Article 354: 4.72 seconds
Article 355: 2.24 seconds
Article 356: 33.81 seconds
Article 357: 25.33 seconds
Article 358: 10.61 seconds
Article 359: 31.69 seconds
Article 360: 21.46 seconds
Article 361: 13.59 seconds
Article 362: 12.23 seconds
Article 363: 13.80 seconds
Article 364: 17.01 seconds
Article 365: 23.91 seconds
Article 366: 23.23 seconds
Article 367: 35.54 seconds
Article 368: 21.69 seconds
Article 369: 20.34 seconds
Article 370: 47.84 seconds
Article 371: 20.36 seconds
Article 372: 27.25 seconds
Article 373: 7.58 seconds
Article 374: 8.67 seconds
Article 375: 3.09 seconds
Article 376: 29.54 seconds
Article 377: 40.12 seconds
Article 378: 12.34 seconds
Article 379: 16.09 seconds
Article 380: 13.12 seconds
Article 381: 19.02 seconds
Article 382: 15.72 seconds
Article 383: 27.56 seconds
Article 384: 26.77 seconds
Article 385: 29.97 seconds
Article 386: 8.08 seconds
Article 387: 30.99 seconds
Article 388: 31.62 seconds
Article 389: 5.20 seconds
Article 390: 3.08 seconds
Article 391: 13.17 seconds
Article 392: 29.33 seconds
Article 393: 16.25 seconds
Article 394: 31.61 seconds
Article 395: 25.18 seconds
Article 396: 26.23 seconds
Article 397: 10.48 seconds
Article 398: 17.84 seconds
Article 399: 3.08 seconds
Article 400: 34.96 seconds
Article 401: 16.16 seconds
Article 402: 14.97 seconds
Article 403: 22.23 seconds
Article 404: 18.14 seconds
Article 405: 20.24 seconds
Article 406: 23.89 seconds
Article 407: 21.88 seconds
Article 408: 12.74 seconds
Article 409: 13.43 seconds
Article 410: 14.57 seconds
Article 411: 13.22 seconds
Article 412: 32.54 seconds
Article 413: 12.28 seconds
Article 414: 35.84 seconds
Article 415: 36.14 seconds
Article 416: 16.28 seconds
Article 417: 26.24 seconds
Article 418: 20.11 seconds
Article 419: 11.67 seconds
Article 420: 5.75 seconds
Article 421: 41.57 seconds
Article 422: 17.86 seconds
Article 423: 24.03 seconds
Article 424: 14.93 seconds
Article 425: 26.41 seconds
Article 426: 33.69 seconds
Article 427: 37.98 seconds
Article 428: 30.95 seconds
Article 429: 25.40 seconds
Article 430: 22.87 seconds
Article 431: 25.73 seconds
Article 432: 23.47 seconds
Article 433: 35.30 seconds
Article 434: 15.71 seconds
Article 435: 12.57 seconds
Article 436: 31.77 seconds
Article 437: 30.40 seconds
Article 438: 33.69 seconds
Article 439: 25.39 seconds
Article 440: 30.67 seconds
Article 441: 28.59 seconds
Article 442: 37.12 seconds
Article 443: 22.26 seconds
Article 444: 20.38 seconds
Article 445: 16.62 seconds
Article 446: 25.21 seconds
Article 447: 24.41 seconds
Article 448: 23.72 seconds
Article 449: 21.87 seconds
Article 450: 30.88 seconds
Article 451: 3.08 seconds
Article 452: 31.40 seconds
Article 453: 6.47 seconds
Article 454: 24.62 seconds
Article 455: 19.93 seconds
Article 456: 22.20 seconds
Article 457: 10.24 seconds
Article 458: 10.76 seconds
Article 459: 7.48 seconds
Article 460: 22.42 seconds
Article 461: 8.38 seconds
Article 462: 7.30 seconds
Article 463: 28.45 seconds
Article 464: 34.38 seconds
Article 465: 17.90 seconds
Article 466: 13.77 seconds
Article 467: 29.03 seconds
Article 468: 29.73 seconds
Article 469: 1.08 seconds
Article 470: 25.40 seconds
Article 471: 30.66 seconds
Article 472: 26.28 seconds
Article 473: 13.81 seconds
Article 474: 23.24 seconds
Article 475: 19.26 seconds
Article 476: 13.88 seconds
Article 477: 12.45 seconds
Article 478: 26.42 seconds
Article 479: 29.03 seconds
Article 480: 32.58 seconds
Article 481: 27.09 seconds
Article 482: 12.43 seconds
Article 483: 4.73 seconds
Article 484: 9.40 seconds
Article 485: 1.89 seconds
Article 486: 51.88 seconds
Article 487: 37.44 seconds
Article 488: 15.85 seconds
Article 489: 23.01 seconds
Article 490: 29.07 seconds
Article 491: 2.41 seconds
Article 492: 9.66 seconds
Article 493: 20.26 seconds
Article 494: 17.00 seconds
Article 495: 28.36 seconds
Article 496: 14.35 seconds
Article 497: 14.63 seconds
Article 498: 13.34 seconds
Article 499: 5.83 seconds
Article 500: 37.41 seconds
Article 501: 23.52 seconds
Article 502: 30.24 seconds
Article 503: 15.72 seconds
Article 504: 25.18 seconds
Article 505: 13.78 seconds
Article 506: 42.80 seconds
Article 507: 35.13 seconds
Article 508: 14.83 seconds
Article 509: 42.74 seconds
Article 510: 7.76 seconds
Article 511: 24.06 seconds
Article 512: 35.89 seconds
Article 513: 17.77 seconds
Article 514: 24.74 seconds
Article 515: 13.82 seconds
Article 516: 17.27 seconds
Article 517: 13.56 seconds
Article 518: 15.50 seconds
Article 519: 16.52 seconds
Article 520: 28.88 seconds
Article 521: 16.33 seconds
Article 522: 17.20 seconds
Article 523: 35.12 seconds
Article 524: 25.34 seconds
Article 525: 11.12 seconds
Article 526: 32.51 seconds
Article 527: 27.02 seconds
Article 528: 51.87 seconds
Article 529: 29.31 seconds
Article 530: 13.51 seconds
Article 531: 21.98 seconds
Article 532: 24.17 seconds
Article 533: 36.18 seconds
Article 534: 33.99 seconds
Article 535: 7.36 seconds
Article 536: 44.28 seconds
Article 537: 7.25 seconds
Article 538: 3.08 seconds
Article 539: 14.63 seconds
Article 540: 41.86 seconds
Article 541: 25.10 seconds
Article 542: 25.24 seconds
Article 543: 19.59 seconds
Article 544: 27.70 seconds
Article 545: 21.60 seconds
Article 546: 16.37 seconds
Article 547: 16.16 seconds
Article 548: 27.94 seconds
Article 549: 24.04 seconds
Article 550: 29.83 seconds
Article 551: 22.50 seconds
Article 552: 5.56 seconds
Article 553: 3.08 seconds
Article 554: 21.01 seconds
Article 555: 21.52 seconds
Article 556: 10.80 seconds
Article 557: 14.52 seconds
Article 558: 26.89 seconds
Article 559: 23.69 seconds
Article 560: 32.16 seconds
Article 561: 8.53 seconds
Article 562: 16.02 seconds
Article 563: 31.73 seconds
Article 564: 23.09 seconds
Article 565: 19.53 seconds
Article 566: 18.28 seconds
Article 567: 2.24 seconds
Article 568: 3.52 seconds
Article 569: 11.75 seconds
Article 570: 2.38 seconds
Article 571: 14.94 seconds
Article 572: 25.16 seconds
Article 573: 22.29 seconds
Article 574: 7.06 seconds
Article 575: 19.03 seconds
Article 576: 5.08 seconds
Article 577: 3.08 seconds
Article 578: 21.11 seconds
Article 579: 16.96 seconds
Article 580: 32.72 seconds
Article 581: 30.04 seconds
Article 582: 20.07 seconds
Article 583: 12.83 seconds
Article 584: 20.54 seconds
Article 585: 23.95 seconds
Article 586: 16.11 seconds
Article 587: 15.92 seconds
Article 588: 25.36 seconds
Article 589: 9.36 seconds
Article 590: 14.86 seconds
Article 591: 20.40 seconds
Article 592: 11.50 seconds
Article 593: 25.95 seconds
Article 594: 22.32 seconds
Article 595: 16.00 seconds
Article 596: 17.97 seconds
Article 597: 27.77 seconds
Article 598: 38.79 seconds
Article 599: 13.14 seconds
Article 600: 13.82 seconds
Article 601: 14.72 seconds
Article 602: 21.45 seconds
Article 603: 16.08 seconds
Article 604: 24.13 seconds
Article 605: 47.10 seconds
Article 606: 17.17 seconds
Article 607: 23.97 seconds
Article 608: 34.09 seconds
Article 609: 25.22 seconds
Article 610: 23.34 seconds
Article 611: 3.05 seconds
Article 612: 40.26 seconds
Article 613: 23.40 seconds
Article 614: 7.05 seconds
Article 615: 17.41 seconds
Article 616: 10.95 seconds
Article 617: 24.95 seconds
Article 618: 27.24 seconds
Article 619: 10.08 seconds
Article 620: 26.70 seconds
Article 621: 25.82 seconds
Article 622: 45.21 seconds
Article 623: 16.20 seconds
Article 624: 1.75 seconds
Article 625: 15.96 seconds
Article 626: 23.33 seconds
Article 627: 25.13 seconds
Article 628: 26.93 seconds
Article 629: 42.62 seconds
Article 630: 19.89 seconds
Article 631: 21.96 seconds
Article 632: 34.10 seconds
Article 633: 16.61 seconds
Article 634: 21.62 seconds
Article 635: 14.25 seconds
Article 636: 19.44 seconds
Article 637: 16.49 seconds
Article 638: 11.81 seconds
Article 639: 9.08 seconds
Article 640: 19.41 seconds
Article 641: 18.74 seconds
Article 642: 10.47 seconds
Article 643: 41.41 seconds
Article 644: 29.53 seconds
Article 645: 13.42 seconds
Article 646: 14.64 seconds
Article 647: 18.15 seconds
Article 648: 14.51 seconds
Article 649: 10.07 seconds
Article 650: 15.88 seconds
Article 651: 16.28 seconds
Article 652: 19.76 seconds
Article 653: 19.86 seconds
Article 654: 32.06 seconds
Article 655: 22.89 seconds
Article 656: 19.36 seconds
Article 657: 45.93 seconds
Article 658: 3.72 seconds
Article 659: 15.88 seconds
Article 660: 19.66 seconds
Article 661: 20.54 seconds
Article 662: 20.48 seconds
Article 663: 14.78 seconds
Article 664: 25.52 seconds
Article 665: 22.12 seconds
Article 666: 15.05 seconds
Article 667: 26.23 seconds
Article 668: 24.52 seconds
Article 669: 24.59 seconds
Article 670: 12.24 seconds
Article 671: 18.71 seconds
Article 672: 15.23 seconds
Article 673: 38.03 seconds
Article 674: 24.29 seconds
Article 675: 33.40 seconds
Article 676: 30.11 seconds
Article 677: 6.18 seconds
Article 678: 21.24 seconds
Article 679: 20.04 seconds
Article 680: 31.61 seconds
Article 681: 32.40 seconds
Article 682: 18.02 seconds
Article 683: 3.17 seconds
Article 684: 22.10 seconds
Article 685: 9.41 seconds
Article 686: 14.95 seconds
Article 687: 17.51 seconds
Article 688: 10.40 seconds
Article 689: 36.90 seconds
Article 690: 11.89 seconds
Article 691: 13.56 seconds
Article 692: 12.70 seconds
Article 693: 3.04 seconds
Article 694: 52.74 seconds
Article 695: 42.24 seconds
Article 696: 30.19 seconds
Article 697: 19.20 seconds
Article 698: 17.69 seconds
Article 699: 22.63 seconds
Article 700: 17.87 seconds
Article 701: 4.61 seconds
Article 702: 3.63 seconds
Article 703: 15.98 seconds
Article 704: 15.23 seconds
Article 705: 36.02 seconds
Article 706: 16.03 seconds
Article 707: 25.72 seconds
Article 708: 6.49 seconds
Article 709: 6.15 seconds
Article 710: 21.68 seconds
Article 711: 26.33 seconds
Article 712: 25.88 seconds
Article 713: 43.20 seconds
Article 714: 29.02 seconds
Article 715: 28.39 seconds
Article 716: 14.41 seconds
Article 717: 30.79 seconds
Article 718: 33.73 seconds
Article 719: 25.90 seconds
Article 720: 26.35 seconds
Article 721: 19.75 seconds
Article 722: 24.19 seconds
Article 723: 20.10 seconds
Article 724: 26.18 seconds
Article 725: 4.71 seconds
Article 726: 14.29 seconds
Article 727: 23.44 seconds
Article 728: 36.02 seconds
Article 729: 15.35 seconds
Article 730: 14.90 seconds
Article 731: 28.53 seconds
Article 732: 30.44 seconds
Article 733: 44.83 seconds
Article 734: 31.11 seconds
Article 735: 25.26 seconds
Article 736: 23.63 seconds
Article 737: 22.67 seconds
Article 738: 34.90 seconds
Article 739: 15.02 seconds
Article 740: 39.02 seconds
Article 741: 6.93 seconds
Article 742: 34.12 seconds
Article 743: 15.89 seconds
Article 744: 4.08 seconds
Article 745: 17.82 seconds
Article 746: 9.40 seconds
Article 747: 20.58 seconds
Article 748: 26.98 seconds
Article 749: 32.97 seconds
Article 750: 37.85 seconds
Article 751: 23.66 seconds
Article 752: 26.95 seconds
Article 753: 47.21 seconds
Article 754: 10.40 seconds
Article 755: 42.80 seconds
Article 756: 9.96 seconds
Article 757: 34.87 seconds
Article 758: 10.69 seconds
Article 759: 8.90 seconds
Article 760: 21.74 seconds
Article 761: 20.43 seconds
Article 762: 30.42 seconds
Article 763: 13.37 seconds
Article 764: 16.00 seconds
Article 765: 32.30 seconds
Article 766: 34.58 seconds
Article 767: 2.58 seconds
Article 768: 24.00 seconds
Article 769: 13.54 seconds
Article 770: 32.38 seconds
Article 771: 15.21 seconds
Article 772: 28.93 seconds
Article 773: 13.19 seconds
Article 774: 36.23 seconds
Article 775: 19.05 seconds
Article 776: 19.05 seconds
Article 777: 11.18 seconds
Article 778: 12.37 seconds
Article 779: 23.97 seconds
Article 780: 16.56 seconds
Article 781: 0.99 seconds
Article 782: 17.67 seconds
Article 783: 21.65 seconds
Article 784: 17.91 seconds
Article 785: 16.48 seconds
Article 786: 31.88 seconds
Article 787: 19.20 seconds
Article 788: 12.28 seconds
Article 789: 19.79 seconds
Article 790: 4.28 seconds
Article 791: 18.94 seconds
Article 792: 15.31 seconds
Article 793: 30.59 seconds
Article 794: 9.45 seconds
Article 795: 36.09 seconds
Article 796: 0.89 seconds
Article 797: 17.64 seconds
Article 798: 14.28 seconds
Article 799: 64.52 seconds
Article 800: 28.58 seconds
Article 801: 26.29 seconds
Article 802: 18.97 seconds
Article 803: 9.08 seconds
Article 804: 10.98 seconds
Article 805: 19.47 seconds
Article 806: 22.57 seconds
Article 807: 11.98 seconds
Article 808: 16.21 seconds
Article 809: 22.88 seconds
Article 810: 20.77 seconds
Article 811: 5.98 seconds
Article 812: 26.68 seconds
Article 813: 16.44 seconds
Article 814: 11.26 seconds
Article 815: 21.04 seconds
Article 816: 3.09 seconds
Article 817: 21.07 seconds
Article 818: 6.08 seconds
Article 819: 16.39 seconds
Article 820: 31.93 seconds
Article 821: 24.43 seconds
Article 822: 64.12 seconds
Article 823: 24.01 seconds
Article 824: 34.74 seconds
Article 825: 22.30 seconds
Article 826: 38.73 seconds
Article 827: 25.41 seconds
Article 828: 32.74 seconds
Article 829: 26.29 seconds
Article 830: 33.56 seconds
Article 831: 24.73 seconds
Article 832: 27.15 seconds
Article 833: 23.23 seconds
Article 834: 24.37 seconds
Article 835: 14.83 seconds
Article 836: 30.04 seconds
Article 837: 28.09 seconds
Article 838: 16.04 seconds
Article 839: 29.03 seconds
Article 840: 32.43 seconds
Article 841: 14.05 seconds
Article 842: 7.04 seconds
Article 843: 16.08 seconds
Article 844: 13.82 seconds
Article 845: 20.05 seconds
Article 846: 7.08 seconds
Article 847: 19.17 seconds
Article 848: 4.00 seconds
Article 849: 7.76 seconds
Article 850: 17.94 seconds
Article 851: 27.24 seconds
Article 852: 21.88 seconds
Article 853: 8.08 seconds
Article 854: 9.97 seconds
Article 855: 24.09 seconds
Article 856: 11.85 seconds
Article 857: 27.86 seconds
Article 858: 12.60 seconds
Article 859: 28.01 seconds
Article 860: 25.76 seconds
Article 861: 33.36 seconds
Article 862: 28.31 seconds
Article 863: 14.17 seconds
Article 864: 17.54 seconds
Article 865: 15.03 seconds
Article 866: 11.75 seconds
Article 867: 20.01 seconds
Article 868: 35.65 seconds
Article 869: 26.89 seconds
Article 870: 20.09 seconds
Article 871: 11.99 seconds
Article 872: 8.81 seconds
Article 873: 32.18 seconds
Article 874: 22.37 seconds
Article 875: 14.29 seconds
Article 876: 29.68 seconds
Article 877: 3.08 seconds
Article 878: 39.21 seconds
Article 879: 19.01 seconds
Article 880: 11.51 seconds
Article 881: 17.38 seconds
Article 882: 22.27 seconds
Article 883: 14.87 seconds
Article 884: 8.28 seconds
Article 885: 7.68 seconds
Article 886: 21.83 seconds
Article 887: 17.60 seconds
Article 888: 37.03 seconds
Article 889: 22.55 seconds
Article 890: 1.34 seconds
Article 891: 14.10 seconds
Article 892: 17.65 seconds
Article 893: 23.08 seconds
Article 894: 32.96 seconds
Article 895: 28.83 seconds
Article 896: 20.60 seconds
Article 897: 33.50 seconds
Article 898: 1.17 seconds
Article 899: 10.11 seconds
Article 900: 29.53 seconds
Article 901: 12.37 seconds
Article 902: 23.51 seconds
Article 903: 23.33 seconds
Article 904: 29.71 seconds
Article 905: 23.99 seconds
Article 906: 2.59 seconds
Article 907: 32.43 seconds
Article 908: 29.28 seconds
Article 909: 2.94 seconds
Article 910: 21.03 seconds
Article 911: 25.92 seconds
Article 912: 6.19 seconds
Article 913: 26.06 seconds
Article 914: 7.92 seconds
Article 915: 15.00 seconds
Article 916: 19.37 seconds
Article 917: 22.17 seconds
Article 918: 25.91 seconds
Article 919: 24.51 seconds
Article 920: 5.18 seconds
Article 921: 8.81 seconds
Article 922: 22.14 seconds
Article 923: 16.95 seconds
Article 924: 34.40 seconds
Article 925: 28.61 seconds
Article 926: 24.89 seconds
Article 927: 15.34 seconds
Article 928: 20.22 seconds
Article 929: 9.69 seconds
Article 930: 32.90 seconds
Article 931: 13.04 seconds
Article 932: 10.34 seconds
Article 933: 5.68 seconds
Article 934: 28.67 seconds
Article 935: 24.85 seconds
Article 936: 13.79 seconds
Article 937: 21.96 seconds
Article 938: 7.61 seconds
Article 939: 21.72 seconds
Article 940: 32.14 seconds
Article 941: 12.52 seconds
Article 942: 27.62 seconds
Article 943: 13.30 seconds
Article 944: 29.20 seconds
Article 945: 24.09 seconds
Article 946: 44.14 seconds
Article 947: 21.57 seconds
Article 948: 30.26 seconds
Article 949: 20.94 seconds
Article 950: 24.60 seconds
Article 951: 24.89 seconds
Article 952: 14.21 seconds
Article 953: 16.40 seconds
Article 954: 27.70 seconds
Article 955: 45.88 seconds
Article 956: 17.98 seconds
Article 957: 24.68 seconds
Article 958: 26.46 seconds
Article 959: 11.50 seconds
Article 960: 20.85 seconds
Article 961: 23.38 seconds
Article 962: 20.71 seconds
Article 963: 22.70 seconds
Article 964: 25.07 seconds
Article 965: 20.17 seconds
Article 966: 5.56 seconds
Article 967: 9.50 seconds
Article 968: 22.01 seconds
Article 969: 13.00 seconds
Article 970: 2.25 seconds
Article 971: 22.01 seconds
Article 972: 18.17 seconds
Article 973: 20.74 seconds
Article 974: 30.24 seconds
Article 975: 0.15 seconds
Article 976: 30.35 seconds
Article 977: 1.18 seconds
Article 978: 36.70 seconds
Article 979: 19.05 seconds
Article 980: 26.97 seconds
Article 981: 26.46 seconds
Article 982: 26.97 seconds
Article 983: 24.99 seconds
Article 984: 32.50 seconds
Article 985: 11.61 seconds
Article 986: 38.63 seconds
Article 987: 32.03 seconds
Article 988: 19.10 seconds
