Model: llama2:7b-chat
Dataset: NewsRoom.json
Temperature: 0.1
Total inference time: 50608.26 seconds
Average inference time per article: 25.1 seconds
Inference times per article:
Article 92: 29.29 seconds
Article 93: 20.78 seconds
Article 94: 20.86 seconds
Article 95: 17.74 seconds
Article 96: 39.94 seconds
Article 97: 43.06 seconds
Article 98: 38.90 seconds
Article 99: 6.55 seconds
Article 100: 16.56 seconds
Article 101: 34.82 seconds
Article 102: 23.97 seconds
Article 103: 41.57 seconds
Article 104: 21.55 seconds
Article 105: 24.62 seconds
Article 106: 40.75 seconds
Article 107: 29.11 seconds
Article 108: 30.74 seconds
Article 109: 10.68 seconds
Article 110: 18.66 seconds
Article 111: 13.38 seconds
Article 112: 55.05 seconds
Article 113: 24.27 seconds
Article 114: 15.02 seconds
Article 115: 34.27 seconds
Article 116: 0.00 seconds
Article 117: 38.36 seconds
Article 118: 31.02 seconds
Article 119: 14.81 seconds
Article 120: 49.15 seconds
Article 121: 13.63 seconds
Article 122: 34.92 seconds
Article 123: 21.34 seconds
Article 124: 11.26 seconds
Article 125: 22.21 seconds
Article 126: 19.97 seconds
Article 127: 5.53 seconds
Article 128: 12.40 seconds
Article 129: 28.37 seconds
Article 130: 21.11 seconds
Article 131: 19.68 seconds
Article 132: 32.13 seconds
Article 133: 28.02 seconds
Article 134: 29.44 seconds
Article 135: 24.58 seconds
Article 136: 17.35 seconds
Article 137: 13.97 seconds
Article 138: 40.12 seconds
Article 139: 30.11 seconds
Article 140: 15.80 seconds
Article 141: 25.55 seconds
Article 142: 30.13 seconds
Article 143: 23.07 seconds
Article 144: 17.89 seconds
Article 145: 27.90 seconds
Article 146: 18.15 seconds
Article 147: 18.21 seconds
Article 148: 25.29 seconds
Article 149: 19.27 seconds
Article 150: 13.86 seconds
Article 151: 14.55 seconds
Article 152: 27.64 seconds
Article 153: 39.56 seconds
Article 154: 32.90 seconds
Article 155: 24.76 seconds
Article 156: 27.03 seconds
Article 157: 27.15 seconds
Article 158: 39.13 seconds
Article 159: 13.64 seconds
Article 160: 8.69 seconds
Article 161: 34.60 seconds
Article 162: 17.35 seconds
Article 163: 10.23 seconds
Article 164: 23.16 seconds
Article 165: 35.34 seconds
Article 166: 35.47 seconds
Article 167: 26.08 seconds
Article 168: 22.23 seconds
Article 169: 27.88 seconds
Article 170: 8.65 seconds
Article 171: 24.08 seconds
Article 172: 30.26 seconds
Article 173: 38.52 seconds
Article 174: 24.17 seconds
Article 175: 29.70 seconds
Article 176: 9.94 seconds
Article 177: 31.94 seconds
Article 178: 25.78 seconds
Article 179: 14.19 seconds
Article 180: 17.68 seconds
Article 181: 25.94 seconds
Article 182: 15.07 seconds
Article 183: 20.29 seconds
Article 184: 28.70 seconds
Article 185: 14.71 seconds
Article 186: 22.48 seconds
Article 187: 18.84 seconds
Article 188: 47.13 seconds
Article 189: 25.89 seconds
Article 190: 24.01 seconds
Article 191: 41.49 seconds
Article 192: 31.13 seconds
Article 193: 26.61 seconds
Article 194: 19.18 seconds
Article 195: 29.02 seconds
Article 196: 33.38 seconds
Article 197: 20.91 seconds
Article 198: 32.11 seconds
Article 199: 26.81 seconds
Article 200: 19.46 seconds
Article 201: 19.27 seconds
Article 202: 20.00 seconds
Article 203: 29.39 seconds
Article 204: 8.98 seconds
Article 205: 16.80 seconds
Article 206: 37.55 seconds
Article 207: 9.40 seconds
Article 208: 17.33 seconds
Article 209: 6.15 seconds
Article 210: 23.02 seconds
Article 211: 7.20 seconds
Article 212: 34.99 seconds
Article 213: 25.59 seconds
Article 214: 4.55 seconds
Article 215: 38.27 seconds
Article 216: 24.79 seconds
Article 217: 10.70 seconds
Article 218: 27.72 seconds
Article 219: 26.29 seconds
Article 220: 18.15 seconds
Article 221: 7.89 seconds
Article 222: 30.07 seconds
Article 223: 25.70 seconds
Article 224: 24.38 seconds
Article 225: 34.25 seconds
Article 226: 38.95 seconds
Article 227: 13.87 seconds
Article 228: 16.56 seconds
Article 229: 41.61 seconds
Article 230: 26.90 seconds
Article 231: 37.35 seconds
Article 232: 27.89 seconds
Article 233: 27.41 seconds
Article 234: 24.83 seconds
Article 235: 26.60 seconds
Article 236: 39.15 seconds
Article 237: 24.88 seconds
Article 238: 15.47 seconds
Article 239: 40.84 seconds
Article 240: 29.68 seconds
Article 241: 41.56 seconds
Article 242: 54.20 seconds
Article 243: 13.75 seconds
Article 244: 29.37 seconds
Article 245: 34.02 seconds
Article 246: 17.98 seconds
Article 247: 12.69 seconds
Article 248: 14.14 seconds
Article 249: 22.39 seconds
Article 250: 25.08 seconds
Article 251: 20.11 seconds
Article 252: 25.81 seconds
Article 253: 25.02 seconds
Article 254: 23.00 seconds
Article 255: 9.45 seconds
Article 256: 13.28 seconds
Article 257: 11.61 seconds
Article 258: 20.87 seconds
Article 259: 31.66 seconds
Article 260: 19.24 seconds
Article 261: 10.74 seconds
Article 262: 26.99 seconds
Article 263: 31.59 seconds
Article 264: 9.47 seconds
Article 265: 16.44 seconds
Article 266: 23.45 seconds
Article 267: 28.75 seconds
Article 268: 13.71 seconds
Article 269: 30.84 seconds
Article 270: 28.58 seconds
Article 271: 20.31 seconds
Article 272: 28.31 seconds
Article 273: 18.55 seconds
Article 274: 8.10 seconds
Article 275: 33.46 seconds
Article 276: 22.72 seconds
Article 277: 11.54 seconds
Article 278: 60.85 seconds
Article 279: 33.98 seconds
Article 280: 17.46 seconds
Article 281: 16.35 seconds
Article 282: 34.91 seconds
Article 283: 34.69 seconds
Article 284: 11.77 seconds
Article 285: 29.94 seconds
Article 286: 22.08 seconds
Article 287: 15.17 seconds
Article 288: 14.06 seconds
Article 289: 39.75 seconds
Article 290: 29.03 seconds
Article 291: 28.73 seconds
Article 292: 29.39 seconds
Article 293: 5.81 seconds
Article 294: 26.20 seconds
Article 295: 10.83 seconds
Article 296: 44.29 seconds
Article 297: 21.31 seconds
Article 298: 13.49 seconds
Article 299: 32.24 seconds
Article 300: 33.91 seconds
Article 301: 25.31 seconds
Article 302: 21.39 seconds
Article 303: 19.62 seconds
Article 304: 19.70 seconds
Article 305: 29.53 seconds
Article 306: 22.68 seconds
Article 307: 24.07 seconds
Article 308: 49.20 seconds
Article 309: 28.87 seconds
Article 310: 30.22 seconds
Article 311: 22.55 seconds
Article 312: 23.79 seconds
Article 313: 29.10 seconds
Article 314: 15.56 seconds
Article 315: 12.25 seconds
Article 316: 35.40 seconds
Article 317: 36.39 seconds
Article 318: 25.15 seconds
Article 319: 17.14 seconds
Article 320: 42.04 seconds
Article 321: 22.67 seconds
Article 322: 9.37 seconds
Article 323: 29.09 seconds
Article 324: 37.32 seconds
Article 325: 26.53 seconds
Article 326: 34.28 seconds
Article 327: 12.74 seconds
Article 328: 6.90 seconds
Article 329: 47.68 seconds
Article 330: 31.09 seconds
Article 331: 33.98 seconds
Article 332: 21.26 seconds
Article 333: 41.81 seconds
Article 334: 18.23 seconds
Article 335: 39.78 seconds
Article 336: 30.51 seconds
Article 337: 30.54 seconds
Article 338: 42.25 seconds
Article 339: 24.12 seconds
Article 340: 25.86 seconds
Article 341: 12.41 seconds
Article 342: 22.63 seconds
Article 343: 21.38 seconds
Article 344: 26.31 seconds
Article 345: 29.44 seconds
Article 346: 32.55 seconds
Article 347: 25.96 seconds
Article 348: 36.92 seconds
Article 349: 24.45 seconds
Article 350: 31.47 seconds
Article 351: 27.05 seconds
Article 352: 22.16 seconds
Article 353: 20.07 seconds
Article 354: 15.74 seconds
Article 355: 22.86 seconds
Article 356: 11.31 seconds
Article 357: 30.64 seconds
Article 358: 21.04 seconds
Article 359: 18.19 seconds
Article 360: 32.16 seconds
Article 361: 20.35 seconds
Article 362: 12.48 seconds
Article 363: 29.68 seconds
Article 364: 24.97 seconds
Article 365: 35.17 seconds
Article 366: 5.51 seconds
Article 367: 15.33 seconds
Article 368: 19.93 seconds
Article 369: 26.39 seconds
Article 370: 20.23 seconds
Article 371: 18.26 seconds
Article 372: 32.71 seconds
Article 373: 48.94 seconds
Article 374: 0.90 seconds
Article 375: 30.87 seconds
Article 376: 26.00 seconds
Article 377: 32.84 seconds
Article 378: 27.66 seconds
Article 379: 28.97 seconds
Article 380: 20.30 seconds
Article 381: 17.62 seconds
Article 382: 27.33 seconds
Article 383: 21.00 seconds
Article 384: 24.29 seconds
Article 385: 15.07 seconds
Article 386: 16.46 seconds
Article 387: 21.21 seconds
Article 388: 18.07 seconds
Article 389: 41.38 seconds
Article 390: 23.96 seconds
Article 391: 0.00 seconds
Article 392: 34.37 seconds
Article 393: 12.30 seconds
Article 394: 0.78 seconds
Article 395: 35.50 seconds
Article 396: 36.35 seconds
Article 397: 39.49 seconds
Article 398: 25.01 seconds
Article 399: 22.73 seconds
Article 400: 35.52 seconds
Article 401: 0.00 seconds
Article 402: 34.63 seconds
Article 403: 38.02 seconds
Article 404: 43.11 seconds
Article 405: 8.17 seconds
Article 406: 36.31 seconds
Article 407: 25.74 seconds
Article 408: 24.54 seconds
Article 409: 14.53 seconds
Article 410: 0.00 seconds
Article 411: 24.10 seconds
Article 412: 32.35 seconds
Article 413: 21.59 seconds
Article 414: 43.14 seconds
Article 415: 31.56 seconds
Article 416: 34.83 seconds
Article 417: 21.74 seconds
Article 418: 43.04 seconds
Article 419: 21.73 seconds
Article 420: 28.88 seconds
Article 421: 27.39 seconds
Article 422: 20.06 seconds
Article 423: 29.39 seconds
Article 424: 24.26 seconds
Article 425: 28.82 seconds
Article 426: 37.47 seconds
Article 427: 27.82 seconds
Article 428: 32.69 seconds
Article 429: 35.09 seconds
Article 430: 13.71 seconds
Article 431: 10.64 seconds
Article 432: 17.37 seconds
Article 433: 26.86 seconds
Article 434: 5.80 seconds
Article 435: 18.49 seconds
Article 436: 26.32 seconds
Article 437: 24.84 seconds
Article 438: 27.47 seconds
Article 439: 22.23 seconds
Article 440: 9.81 seconds
Article 441: 19.97 seconds
Article 442: 41.72 seconds
Article 443: 17.98 seconds
Article 444: 34.55 seconds
Article 445: 36.53 seconds
Article 446: 30.35 seconds
Article 447: 28.30 seconds
Article 448: 26.03 seconds
Article 449: 26.28 seconds
Article 450: 39.03 seconds
Article 451: 1.09 seconds
Article 452: 17.66 seconds
Article 453: 29.90 seconds
Article 454: 33.19 seconds
Article 455: 29.18 seconds
Article 456: 26.63 seconds
Article 457: 22.86 seconds
Article 458: 32.96 seconds
Article 459: 18.75 seconds
Article 460: 3.79 seconds
Article 461: 33.93 seconds
Article 462: 29.92 seconds
Article 463: 7.66 seconds
Article 464: 8.35 seconds
Article 465: 35.65 seconds
Article 466: 26.76 seconds
Article 467: 33.65 seconds
Article 468: 13.87 seconds
Article 469: 40.23 seconds
Article 470: 19.83 seconds
Article 471: 32.89 seconds
Article 472: 26.63 seconds
Article 473: 19.05 seconds
Article 474: 28.07 seconds
Article 475: 26.59 seconds
Article 476: 24.83 seconds
Article 477: 37.05 seconds
Article 478: 25.45 seconds
Article 479: 31.23 seconds
Article 480: 41.85 seconds
Article 481: 29.57 seconds
Article 482: 31.78 seconds
Article 483: 30.30 seconds
Article 484: 18.67 seconds
Article 485: 21.38 seconds
Article 486: 23.21 seconds
Article 487: 34.38 seconds
Article 488: 15.40 seconds
Article 489: 30.46 seconds
Article 490: 38.48 seconds
Article 491: 30.38 seconds
Article 492: 21.44 seconds
Article 493: 30.82 seconds
Article 494: 15.22 seconds
Article 495: 47.90 seconds
Article 496: 35.51 seconds
Article 497: 16.32 seconds
Article 498: 30.38 seconds
Article 499: 17.89 seconds
Article 500: 40.46 seconds
Article 501: 13.42 seconds
Article 502: 22.84 seconds
Article 503: 18.18 seconds
Article 504: 34.20 seconds
Article 505: 30.64 seconds
Article 506: 15.80 seconds
Article 507: 30.24 seconds
Article 508: 23.30 seconds
Article 509: 22.93 seconds
Article 510: 28.84 seconds
Article 511: 43.72 seconds
Article 512: 33.89 seconds
Article 513: 31.77 seconds
Article 514: 23.99 seconds
Article 515: 29.92 seconds
Article 516: 8.57 seconds
Article 517: 17.17 seconds
Article 518: 48.51 seconds
Article 519: 29.29 seconds
Article 520: 23.26 seconds
Article 521: 23.88 seconds
Article 522: 17.68 seconds
Article 523: 30.27 seconds
Article 524: 29.08 seconds
Article 525: 25.72 seconds
Article 526: 16.64 seconds
Article 527: 18.50 seconds
Article 528: 27.12 seconds
Article 529: 35.01 seconds
Article 530: 12.00 seconds
Article 531: 32.50 seconds
Article 532: 12.15 seconds
Article 533: 28.42 seconds
Article 534: 35.60 seconds
Article 535: 14.01 seconds
Article 536: 40.16 seconds
Article 537: 32.61 seconds
Article 538: 16.87 seconds
Article 539: 14.00 seconds
Article 540: 14.23 seconds
Article 541: 16.10 seconds
Article 542: 25.41 seconds
Article 543: 29.83 seconds
Article 544: 31.25 seconds
Article 545: 23.73 seconds
Article 546: 25.07 seconds
Article 547: 10.30 seconds
Article 548: 36.38 seconds
Article 549: 36.22 seconds
Article 550: 28.39 seconds
Article 551: 33.31 seconds
Article 552: 27.43 seconds
Article 553: 45.18 seconds
Article 554: 29.09 seconds
Article 555: 16.14 seconds
Article 556: 13.52 seconds
Article 557: 24.15 seconds
Article 558: 9.99 seconds
Article 559: 35.84 seconds
Article 560: 18.01 seconds
Article 561: 39.87 seconds
Article 562: 20.06 seconds
Article 563: 28.07 seconds
Article 564: 33.86 seconds
Article 565: 29.50 seconds
Article 566: 11.68 seconds
Article 567: 26.70 seconds
Article 568: 21.39 seconds
Article 569: 28.64 seconds
Article 570: 33.05 seconds
Article 571: 41.46 seconds
Article 572: 18.57 seconds
Article 573: 14.07 seconds
Article 574: 32.68 seconds
Article 575: 45.86 seconds
Article 576: 20.43 seconds
Article 577: 28.73 seconds
Article 578: 23.48 seconds
Article 579: 58.53 seconds
Article 580: 29.46 seconds
Article 581: 40.79 seconds
Article 582: 29.62 seconds
Article 583: 18.36 seconds
Article 584: 26.29 seconds
Article 585: 19.59 seconds
Article 586: 20.51 seconds
Article 587: 3.04 seconds
Article 588: 12.19 seconds
Article 589: 14.85 seconds
Article 590: 9.29 seconds
Article 591: 21.09 seconds
Article 592: 31.22 seconds
Article 593: 24.47 seconds
Article 594: 21.72 seconds
Article 595: 15.86 seconds
Article 596: 19.86 seconds
Article 597: 31.89 seconds
Article 598: 20.20 seconds
Article 599: 52.29 seconds
Article 600: 2.17 seconds
Article 601: 18.76 seconds
Article 602: 30.56 seconds
Article 603: 28.33 seconds
Article 604: 23.04 seconds
Article 605: 39.84 seconds
Article 606: 16.23 seconds
Article 607: 8.12 seconds
Article 608: 24.05 seconds
Article 609: 25.96 seconds
Article 610: 34.77 seconds
Article 611: 23.24 seconds
Article 612: 25.66 seconds
Article 613: 9.91 seconds
Article 614: 16.96 seconds
Article 615: 16.01 seconds
Article 616: 34.90 seconds
Article 617: 26.09 seconds
Article 618: 8.53 seconds
Article 619: 27.60 seconds
Article 620: 10.29 seconds
Article 621: 37.77 seconds
Article 622: 25.70 seconds
Article 623: 15.14 seconds
Article 624: 35.34 seconds
Article 625: 26.82 seconds
Article 626: 53.02 seconds
Article 627: 36.05 seconds
Article 628: 26.06 seconds
Article 629: 33.92 seconds
Article 630: 29.61 seconds
Article 631: 25.13 seconds
Article 632: 12.15 seconds
Article 633: 38.94 seconds
Article 634: 19.15 seconds
Article 635: 21.99 seconds
Article 636: 33.29 seconds
Article 637: 8.92 seconds
Article 638: 8.09 seconds
Article 639: 15.46 seconds
Article 640: 23.84 seconds
Article 641: 14.33 seconds
Article 642: 43.91 seconds
Article 643: 37.08 seconds
Article 644: 30.74 seconds
Article 645: 29.44 seconds
Article 646: 27.20 seconds
Article 647: 18.07 seconds
Article 648: 26.71 seconds
Article 649: 27.75 seconds
Article 650: 26.01 seconds
Article 651: 16.35 seconds
Article 652: 24.47 seconds
Article 653: 7.45 seconds
Article 654: 35.36 seconds
Article 655: 17.71 seconds
Article 656: 27.12 seconds
Article 657: 12.14 seconds
Article 658: 17.43 seconds
Article 659: 9.89 seconds
Article 660: 8.12 seconds
Article 661: 34.37 seconds
Article 662: 58.71 seconds
Article 663: 30.78 seconds
Article 664: 10.29 seconds
Article 665: 33.67 seconds
Article 666: 19.16 seconds
Article 667: 2.80 seconds
Article 668: 40.17 seconds
Article 669: 31.42 seconds
Article 670: 15.21 seconds
Article 671: 15.13 seconds
Article 672: 25.51 seconds
Article 673: 13.24 seconds
Article 674: 36.12 seconds
Article 675: 19.97 seconds
Article 676: 29.18 seconds
Article 677: 18.08 seconds
Article 678: 39.36 seconds
Article 679: 24.86 seconds
Article 680: 35.59 seconds
Article 681: 18.53 seconds
Article 682: 33.78 seconds
Article 683: 23.90 seconds
Article 684: 34.23 seconds
Article 685: 26.00 seconds
Article 686: 33.34 seconds
Article 687: 27.11 seconds
Article 688: 18.14 seconds
Article 689: 37.52 seconds
Article 690: 21.67 seconds
Article 691: 11.73 seconds
Article 692: 27.90 seconds
Article 693: 22.78 seconds
Article 694: 47.03 seconds
Article 695: 31.60 seconds
Article 696: 39.14 seconds
Article 697: 30.00 seconds
Article 698: 38.04 seconds
Article 699: 20.13 seconds
Article 700: 30.18 seconds
Article 701: 24.12 seconds
Article 702: 31.20 seconds
Article 703: 23.62 seconds
Article 704: 33.43 seconds
Article 705: 14.32 seconds
Article 706: 14.91 seconds
Article 707: 20.48 seconds
Article 708: 1.79 seconds
Article 709: 34.99 seconds
Article 710: 18.65 seconds
Article 711: 8.42 seconds
Article 712: 24.32 seconds
Article 713: 3.42 seconds
Article 714: 43.66 seconds
Article 715: 18.93 seconds
Article 716: 28.13 seconds
Article 717: 34.04 seconds
Article 718: 13.85 seconds
Article 719: 41.83 seconds
Article 720: 23.01 seconds
Article 721: 55.81 seconds
Article 722: 17.10 seconds
Article 723: 15.42 seconds
Article 724: 2.77 seconds
Article 725: 36.55 seconds
Article 726: 21.29 seconds
Article 727: 44.65 seconds
Article 728: 38.73 seconds
Article 729: 36.40 seconds
Article 730: 18.52 seconds
Article 731: 26.16 seconds
Article 732: 24.89 seconds
Article 733: 24.94 seconds
Article 734: 7.68 seconds
Article 735: 27.31 seconds
Article 736: 38.23 seconds
Article 737: 24.57 seconds
Article 738: 31.49 seconds
Article 739: 25.77 seconds
Article 740: 21.98 seconds
Article 741: 18.38 seconds
Article 742: 7.60 seconds
Article 743: 47.11 seconds
Article 744: 26.30 seconds
Article 745: 16.56 seconds
Article 746: 12.12 seconds
Article 747: 26.43 seconds
Article 748: 24.00 seconds
Article 749: 46.11 seconds
Article 750: 39.84 seconds
Article 751: 36.04 seconds
Article 752: 17.70 seconds
Article 753: 14.24 seconds
Article 754: 24.28 seconds
Article 755: 13.96 seconds
Article 756: 34.85 seconds
Article 757: 41.25 seconds
Article 758: 23.39 seconds
Article 759: 34.89 seconds
Article 760: 15.76 seconds
Article 761: 34.13 seconds
Article 762: 41.35 seconds
Article 763: 20.60 seconds
Article 764: 20.13 seconds
Article 765: 27.40 seconds
Article 766: 26.50 seconds
Article 767: 37.56 seconds
Article 768: 28.56 seconds
Article 769: 28.11 seconds
Article 770: 31.60 seconds
Article 771: 22.83 seconds
Article 772: 35.51 seconds
Article 773: 24.85 seconds
Article 774: 16.67 seconds
Article 775: 33.65 seconds
Article 776: 23.73 seconds
Article 777: 13.13 seconds
Article 778: 31.48 seconds
Article 779: 32.67 seconds
Article 780: 26.42 seconds
Article 781: 13.50 seconds
Article 782: 21.87 seconds
Article 783: 25.07 seconds
Article 784: 30.83 seconds
Article 785: 8.55 seconds
Article 786: 20.31 seconds
Article 787: 49.45 seconds
Article 788: 23.66 seconds
Article 789: 15.61 seconds
Article 790: 18.88 seconds
Article 791: 18.75 seconds
Article 792: 14.47 seconds
Article 793: 25.36 seconds
Article 794: 23.46 seconds
Article 795: 29.00 seconds
Article 796: 25.92 seconds
Article 797: 17.18 seconds
Article 798: 35.44 seconds
Article 799: 34.24 seconds
Article 800: 23.13 seconds
Article 801: 18.18 seconds
Article 802: 29.30 seconds
Article 803: 20.71 seconds
Article 804: 23.87 seconds
Article 805: 9.33 seconds
Article 806: 24.01 seconds
Article 807: 24.84 seconds
Article 808: 11.30 seconds
Article 809: 32.11 seconds
Article 810: 22.71 seconds
Article 811: 25.33 seconds
Article 812: 36.84 seconds
Article 813: 43.80 seconds
Article 814: 35.73 seconds
Article 815: 0.00 seconds
Article 816: 28.22 seconds
Article 817: 30.16 seconds
Article 818: 14.61 seconds
Article 819: 27.38 seconds
Article 820: 8.22 seconds
Article 821: 13.85 seconds
Article 822: 24.47 seconds
Article 823: 24.58 seconds
Article 824: 35.97 seconds
Article 825: 17.19 seconds
Article 826: 25.62 seconds
Article 827: 31.83 seconds
Article 828: 36.65 seconds
Article 829: 21.47 seconds
Article 830: 29.42 seconds
Article 831: 23.69 seconds
Article 832: 13.05 seconds
Article 833: 33.55 seconds
Article 834: 18.43 seconds
Article 835: 31.07 seconds
Article 836: 22.35 seconds
Article 837: 26.61 seconds
Article 838: 16.74 seconds
Article 839: 33.18 seconds
Article 840: 34.05 seconds
Article 841: 13.07 seconds
Article 842: 36.01 seconds
Article 843: 14.22 seconds
Article 844: 36.43 seconds
Article 845: 18.29 seconds
Article 846: 24.26 seconds
Article 847: 34.82 seconds
Article 848: 30.39 seconds
Article 849: 35.05 seconds
Article 850: 31.17 seconds
Article 851: 21.68 seconds
Article 852: 21.03 seconds
Article 853: 17.26 seconds
Article 854: 14.22 seconds
Article 855: 22.49 seconds
Article 856: 28.63 seconds
Article 857: 12.61 seconds
Article 858: 17.75 seconds
Article 859: 31.91 seconds
Article 860: 34.80 seconds
Article 861: 36.63 seconds
Article 862: 32.55 seconds
Article 863: 40.66 seconds
Article 864: 25.04 seconds
Article 865: 23.77 seconds
Article 866: 11.61 seconds
Article 867: 20.82 seconds
Article 868: 13.50 seconds
Article 869: 26.12 seconds
Article 870: 41.99 seconds
Article 871: 23.43 seconds
Article 872: 22.72 seconds
Article 873: 42.09 seconds
Article 874: 35.26 seconds
Article 875: 26.17 seconds
Article 876: 7.17 seconds
Article 877: 24.21 seconds
Article 878: 20.93 seconds
Article 879: 48.52 seconds
Article 880: 25.61 seconds
Article 881: 41.32 seconds
Article 882: 24.41 seconds
Article 883: 37.97 seconds
Article 884: 12.65 seconds
Article 885: 25.76 seconds
Article 886: 28.39 seconds
Article 887: 28.54 seconds
Article 888: 16.35 seconds
Article 889: 19.72 seconds
Article 890: 28.08 seconds
Article 891: 19.71 seconds
Article 892: 31.97 seconds
Article 893: 7.92 seconds
Article 894: 53.78 seconds
Article 895: 24.46 seconds
Article 896: 5.13 seconds
Article 897: 21.75 seconds
Article 898: 30.11 seconds
Article 899: 20.46 seconds
Article 900: 33.41 seconds
Article 901: 25.87 seconds
Article 902: 12.62 seconds
Article 903: 31.78 seconds
Article 904: 21.48 seconds
Article 905: 19.21 seconds
Article 906: 25.36 seconds
Article 907: 32.47 seconds
Article 908: 20.79 seconds
Article 909: 19.07 seconds
Article 910: 11.32 seconds
Article 911: 38.18 seconds
Article 912: 5.96 seconds
Article 913: 32.85 seconds
Article 914: 30.97 seconds
Article 915: 37.60 seconds
Article 916: 57.75 seconds
Article 917: 20.71 seconds
Article 918: 27.56 seconds
Article 919: 27.28 seconds
Article 920: 25.74 seconds
Article 921: 28.48 seconds
Article 922: 26.05 seconds
Article 923: 33.64 seconds
Article 924: 12.14 seconds
Article 925: 14.25 seconds
Article 926: 19.10 seconds
Article 927: 33.38 seconds
Article 928: 51.78 seconds
Article 929: 23.90 seconds
Article 930: 26.21 seconds
Article 931: 23.76 seconds
Article 932: 23.29 seconds
Article 933: 19.68 seconds
Article 934: 35.35 seconds
Article 935: 19.41 seconds
Article 936: 19.05 seconds
Article 937: 32.38 seconds
Article 938: 44.53 seconds
Article 939: 27.49 seconds
Article 940: 35.30 seconds
Article 941: 12.30 seconds
Article 942: 17.38 seconds
Article 943: 17.93 seconds
Article 944: 26.08 seconds
Article 945: 20.60 seconds
Article 946: 29.98 seconds
Article 947: 33.87 seconds
Article 948: 20.34 seconds
Article 949: 14.32 seconds
Article 950: 12.91 seconds
Article 951: 5.33 seconds
Article 952: 43.55 seconds
Article 953: 1.28 seconds
Article 954: 25.32 seconds
Article 955: 28.53 seconds
Article 956: 35.63 seconds
Article 957: 25.52 seconds
Article 958: 42.25 seconds
Article 959: 12.92 seconds
Article 960: 18.01 seconds
Article 961: 26.81 seconds
Article 962: 23.12 seconds
Article 963: 25.75 seconds
Article 964: 46.06 seconds
Article 965: 45.61 seconds
Article 966: 27.67 seconds
Article 967: 37.64 seconds
Article 968: 22.73 seconds
Article 969: 16.03 seconds
Article 970: 26.23 seconds
Article 971: 37.90 seconds
Article 972: 34.04 seconds
Article 973: 35.80 seconds
Article 974: 31.70 seconds
Article 975: 25.58 seconds
Article 976: 19.41 seconds
Article 977: 17.38 seconds
Article 978: 50.91 seconds
Article 979: 19.53 seconds
Article 980: 23.94 seconds
Article 981: 12.78 seconds
Article 982: 3.78 seconds
Article 983: 28.93 seconds
Article 984: 42.72 seconds
Article 985: 25.86 seconds
Article 986: 27.02 seconds
Article 987: 20.24 seconds
Article 988: 15.70 seconds
